,Time,Fan Control #1,Fan Control #2,Fan Control #3,Fan Control #4,Fan Control #5,Fan Control #6,CPU VCore,Voltage #2,AVCC,3VCC,Voltage #5,Voltage #6,Voltage #7,3VSB,VBAT,VTT,Voltage #11,Voltage #12,Voltage #13,Voltage #14,Voltage #15,CPU Core,Temperature #1,Temperature #2,Temperature #3,Temperature #4,Temperature #5,Temperature #6,Fan #1,Fan #2,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Total,CPU Core #1.1,CPU Core #2.1,CPU Core #3.1,CPU Core #4.1,CPU Package,CPU Core #1.2,CPU Core #2.2,CPU Core #3.2,CPU Core #4.2,CPU Package.1,CPU Cores,CPU Graphics,CPU DRAM,Bus Speed,Memory,Used Memory,Available Memory,GPU Core,GPU Memory,GPU VRM Core,GPU VRM Memory #1,GPU VRM Memory #2,GPU Hot Spot,GPU Total,GPU Fan,GPU Core.1,GPU Memory.1,GPU SOC,GPU Core.2,GPU Memory.2,GPU SOC.1,GPU Core.3,GPU Memory.3,GPU Fan.1,Remaining Life,Total Bytes Written,Used Space,Temperature,Write Amplification,Remaining Life.1,Total Bytes Written.1,Used Space.1,Temperature.1,Write Amplification.1
3628,2022-03-31 01:24:26,82.7451,100,49.80392,49.80392,49.80392,49.80392,0.4,1.016,3.42400026,3.40800023,1.0,0.160000011,0.952,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,26,28.5,117,28.5,110,108,108,1664.61157,2195.122,43.75,50.0,53.125,46.875,48.4375,20,24,21,21,25,3291.75122,798.0003,798.0003,798.0003,23.8063335,17.0559025,0,1.34110713,99.75004,31.9148788,5.086975,10.8522186,41,44,0,0,0,41,10,0,793,200,32,0.775000036,0.675,0.8,0,1,0,100,1331.55261,46.5730247,26,1.57643163,99,2215.43042,81.5511,27,1.529368
3629,2022-03-31 01:24:27,83.13725,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.42400026,3.40800023,1.0,0.160000011,0.952,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,29,28.5,117,28.5,110,109,109,1674.938,2188.00659,65.625,64.0625,65.625,76.5625,67.96875,25,26,25,29,29,3291.75244,3291.75244,3291.75244,3291.75244,30.039547,23.437746,0,1.90353584,99.75008,32.3052521,5.14919662,10.7899971,42,44,0,0,0,42,15,0,789,200,462,0.8,0.675,0.8,32,1,0,100,1331.55261,46.5730247,26,1.57643163,99,2215.43042,81.5511,27,1.529368
3630,2022-03-31 01:24:28,83.52941,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.42400026,3.42400026,1.0,0.160000011,0.952,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,27,28.5,117,28.5,110,108,108,1674.938,2188.00659,18.75,18.75,21.875,75.0,33.59375,19,20,21,21,24,3291.75073,3291.75073,3291.75073,3291.75073,23.8398762,15.2464666,0,1.22088706,99.75002,33.93161,5.40842438,10.5307693,41,42,0,0,0,41,10,0,793,200,35,0.775000036,0.675,0.8,0,1,0,100,1331.55261,46.5730247,26,1.57643163,99,2215.43042,81.5511,27,1.529368
3631,2022-03-31 01:24:29,82.35294,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.42400026,3.42400026,1.0,0.160000011,0.952,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,29,28.0,117,28.5,110,108,109,1685.39331,2191.55835,17.1875,18.75,28.125,84.375,37.109375,21,23,27,32,32,3291.7522,3291.7522,3391.5022,3291.7522,25.8102036,17.0157738,0,1.32499957,99.75007,33.98107,5.41630936,10.5228844,41,42,0,0,0,41,10,0,793,200,35,0.775000036,0.675,0.8,0,1,0,100,1331.55261,46.5730247,26,1.57643163,99,2215.43042,81.5511,27,1.529368
3632,2022-03-31 01:24:30,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.42400026,3.42400026,1.0,0.160000011,0.952,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,26,28.0,117,28.5,110,109,108,1687.5,2191.55835,28.125,31.25,28.125,56.25,35.9375,24,28,27,24,28,3291.752,3291.752,3291.752,3291.752,21.6227379,13.59634,0,1.39365888,99.75005,34.06357,5.42945862,10.5097351,41,44,0,0,0,41,14,0,792,526,176,0.775000036,0.675,0.8,7,1,0,100,1331.55261,46.5730247,26,1.57643163,99,2215.43042,81.5511,27,1.529368
3633,2022-03-31 01:24:31,81.56863,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.42400026,3.42400026,1.0,0.160000011,0.952,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,28,28.5,117,28.5,110,108,108,1679.10449,2191.55835,53.125,48.4375,51.5625,65.625,54.6875,27,24,22,25,27,3291.7522,3291.7522,3291.7522,3291.7522,28.2663269,20.7312,0,1.56451631,99.75006,34.7185669,5.53385925,10.4053345,41,44,0,0,0,41,10,0,793,200,43,0.775000036,0.675,0.8,0,1,0,100,1331.55261,46.5730247,26,1.57643163,99,2215.43042,81.5511,27,1.529368
3634,2022-03-31 01:24:32,82.35294,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.42400026,3.42400026,1.0,0.160000011,0.952,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,29,28.5,117,28.5,110,108,108,1679.10449,2191.55835,29.2307682,21.53846,46.1538429,73.8461456,42.6923027,24,24,23,30,30,3291.75146,3291.75146,3291.75146,3291.75146,29.0902977,19.4590282,0,1.38941765,99.7500458,34.7110977,5.532669,10.4065247,41,42,0,0,0,41,10,0,793,200,38,0.775000036,0.675,0.8,0,1,0,100,1331.55261,46.5730247,26,1.57643163,99,2215.43042,81.5511,27,1.529368
3635,2022-03-31 01:24:33,82.7451,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.42400026,3.42400026,1.0,0.160000011,0.952,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,28,28.5,117,28.5,110,108,108,1685.39331,2184.466,39.9999962,32.30769,44.6153831,58.4615364,43.8461533,22,30,22,22,30,3291.75122,3291.75122,3291.75122,3391.50122,26.4768047,19.6105957,0,1.41808486,99.75004,35.22139,5.614006,10.3251877,41,44,0,0,0,41,10,0,793,200,35,0.775000036,0.675,0.8,0,1,0,100,1331.55261,46.5730247,26,1.57643163,99,2215.43042,81.5511,27,1.529368
3636,2022-03-31 01:24:34,81.9607849,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.42400026,3.42400026,1.0,0.160000011,0.952,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,27,28.5,117,28.5,110,109,108,1685.39331,2188.00659,15.625,34.375,40.625,35.9375,31.640625,20,24,22,21,25,3291.752,3291.752,3291.752,3291.752,24.5919056,16.1002083,0,1.27645779,99.75006,35.6580048,5.68359756,10.2555962,41,44,0,0,0,41,10,0,793,218,42,0.775000036,0.675,0.8,0,1,0,100,1331.55261,46.5730247,26,1.57643163,99,2215.43042,81.5511,27,1.529368
3637,2022-03-31 01:24:35,81.9607849,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.42400026,3.42400026,1.0,0.160000011,0.952,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,29,28.5,117,28.5,110,108,108,1687.5,2184.466,28.125,37.5,62.5,35.9375,41.015625,24,27,23,28,28,3291.75171,3291.75171,3491.252,3291.75171,27.0058651,18.5183258,0,1.472198,99.75005,31.4327774,5.010132,10.9290619,42,44,0,0,0,42,10,0,793,200,44,0.775000036,0.675,0.8,0,1,0,100,1331.55261,46.5730247,26,1.57643163,99,2215.43042,81.5511,27,1.529368
