,Unnamed: 0,iteration,game_name,game_params,init_time,total_time,times,level,load
47,47,7,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-19 16:19:42.171739904,55.5070326328,"[1.7549376487731934, 34.31572246551514, 40.48180294036865, 55.18276000022888]",14.7009570599,32.5607848167
48,48,8,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-19 16:20:59.198201344,59.4473764896,"[1.7298212051391602, 34.74258208274841, 47.07072186470032, 59.09899020195007]",12.0282683372,33.0127608776
49,49,9,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-19 16:22:20.104487168,53.2395932674,"[1.7418780326843262, 33.399606227874756, 40.982609033584595, 52.90468502044678]",11.9220759869,31.6577281952
50,50,0,Minecraft,"{'window_names': ['Minecraft Launcher', 'Minecraft 1.18.1'], 'move_time': 0.0, 'kill_mode': 'keyboard'}",2022-03-19 16:23:34.813580800,72.6916680336,"[1.7554938793182373, 6.55720853805542, 42.711666107177734, 44.90046572685242, 46.96115779876709, 70.32590246200562]",2.0606920719,36.1544575691
51,51,1,Minecraft,"{'window_names': ['Minecraft Launcher', 'Minecraft 1.18.1'], 'move_time': 0.0, 'kill_mode': 'keyboard'}",2022-03-19 16:25:11.200281344,49.68358922,"[1.7655794620513916, 4.510483503341675, 22.933552503585815, 24.98399043083191, 27.029515027999878, 48.67674112319946]",2.0455245972,18.4230690002
52,52,2,Minecraft,"{'window_names': ['Minecraft Launcher', 'Minecraft 1.18.1'], 'move_time': 0.0, 'kill_mode': 'keyboard'}",2022-03-19 16:26:25.353190400,48.4784343243,"[1.7466168403625488, 5.139780282974243, 24.140928983688354, 26.20573139190674, 28.224636554718018, 47.667569160461426]",2.0189051628,19.0011487007
53,53,3,Minecraft,"{'window_names': ['Minecraft Launcher', 'Minecraft 1.18.1'], 'move_time': 0.0, 'kill_mode': 'keyboard'}",2022-03-19 16:27:36.842894080,47.6967151165,"[1.7563624382019043, 4.477865695953369, 22.853853702545166, 24.89121723175049, 26.91847038269043, 46.81054449081421]",2.0272531509,18.3759880066
54,54,4,Minecraft,"{'window_names': ['Minecraft Launcher', 'Minecraft 1.18.1'], 'move_time': 0.0, 'kill_mode': 'keyboard'}",2022-03-19 16:28:47.369561344,50.5498142242,"[1.7329216003417969, 4.444326162338257, 22.688963413238525, 24.71661376953125, 26.732150554656982, 49.658658027648926]",2.0155367851,18.2446372509
55,55,5,Minecraft,"{'window_names': ['Minecraft Launcher', 'Minecraft 1.18.1'], 'move_time': 0.0, 'kill_mode': 'keyboard'}",2022-03-19 16:30:01.016757504,48.3358335495,"[1.7308087348937988, 5.141871929168701, 23.36466336250305, 25.41890859603882, 27.424667835235596, 47.076149463653564]",2.0057592392,18.2227914333
56,56,6,Minecraft,"{'window_names': ['Minecraft Launcher', 'Minecraft 1.18.1'], 'move_time': 0.0, 'kill_mode': 'keyboard'}",2022-03-19 16:31:12.215001600,54.5815043449,"[1.748863697052002, 4.459441900253296, 23.729511499404907, 25.760677337646484, 27.80498218536377, 53.33528161048889]",2.0443048477,19.2700695992
