,Time,Fan Control #1,Fan Control #2,Fan Control #3,Fan Control #4,Fan Control #5,Fan Control #6,Fan Control #7,CPU VCore,Voltage #2,AVCC,3VCC,Voltage #5,Voltage #6,3VSB,VBAT,VTT,Voltage #11,Voltage #12,Voltage #13,Voltage #14,Voltage #15,Temperature #1,Temperature #2,Temperature #4,Temperature #5,Temperature #6,Fan #1,Fan #2,Fan #3,Fan #4,Fan #7,Voltage #7,Temperature #3,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Core #5,CPU Core #6,CPU Core #7,CPU Core #8,CPU Total,Memory,Used Memory,Available Memory,GPU Core,GPU Core.1,GPU Memory,GPU Shader,GPU Core.2,GPU Frame Buffer,GPU Video Engine,GPU Bus Interface,GPU Fan,GPU,GPU Memory Total,GPU Memory Used,GPU Memory Free,GPU Memory.1,GPU Power,GPU PCIE Rx,GPU PCIE Tx,Remaining Life,Total Bytes Written,Used Space,Temperature,Write Amplification,Remaining Life.1,Total Bytes Written.1,Used Space.1,Temperature.1,Write Amplification.1,Used Space.2
23674,2022-03-19 00:30:41,44.3137245,44.3137245,44.3137245,44.3137245,60.0,100,100,1.064,0.992000043,3.40800023,3.28000021,1.008,1.024,3.3920002,3.15200019,0.528,0.536,0.536,1.70400012,0.320000023,0.448,43.0,37,22,22,62,753.76886,925.9259,833.8481,809.838,2551.98486,0.008,2.5,7.03125,8.59375,14.0625,17.96875,4.6875,4.6875,3.125,4.6875,8.105469,26.6053085,8.469181,23.3634911,49.0,855.000061,810.000061,0,21,4,0,4,0,0.0,8192.0,1473.49219,6718.508,17.9869652,21.888,259.765625,30.2734375,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23675,2022-03-19 00:30:42,41.9607849,41.9607849,41.9607849,41.9607849,60.0,100,100,0.960000038,0.992000043,3.40800023,3.28000021,1.008,1.024,3.40800023,3.15200019,0.520000041,0.536,0.536,1.70400012,0.320000023,0.448,43.0,37,22,22,62,767.9181,986.1213,828.7293,822.6691,2561.67,0.008,2.5,3.8461566,0.7692337,13.0769253,12.3076916,0.7692337,1.53846145,0.7692337,3.8461566,4.6153903,26.592865,8.465218,23.3674545,50.0,1245.0,7000.00049,0,32,8,0,2,0,0.0,8192.0,1465.17969,6726.82031,17.8854942,41.566,227.539063,71.28906,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23676,2022-03-19 00:30:43,43.1372566,43.1372566,43.1372566,43.1372566,60.0,100,100,1.20800006,0.992000043,3.40800023,3.28000021,1.008,1.024,3.40800023,3.15200019,0.528,0.536,0.536,1.70400012,0.320000023,0.448,42.5,37,22,22,62,773.639,956.090637,827.2059,794.585,2547.17,0.008,2.5,5.384612,5.384612,11.5384579,13.0769253,2.30768919,2.30768919,0.7692337,2.30768919,5.384618,26.5963821,8.466339,23.366333,49.0,960.000061,5000.0,0,27,5,0,2,0,0.0,8192.0,1473.61719,6718.383,17.9884911,37.187,207.03125,108.398438,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23677,2022-03-19 00:30:44,47.45098,47.45098,47.45098,47.45098,60.0,100,100,1.1680001,0.992000043,3.3920002,3.28000021,1.008,1.024,3.3920002,3.15200019,0.528,0.536,0.536,1.70400012,0.320000023,0.448,42.5,37,22,22,62,777.6498,960.1707,844.806,835.9133,2561.67,0.008,2.5,12.5,11.71875,33.59375,34.375,7.8125,9.375,13.28125,7.03125,16.2109375,26.92643,8.5714035,23.2612686,48.0,735.000061,810.000061,0,20,4,0,4,0,0.0,8192.0,1511.11328,6680.88672,18.446207,11.5750008,37.109375,209.960938,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23678,2022-03-19 00:30:45,57.2549,57.2549,57.2549,57.2549,60.0,100,100,1.184,0.992000043,3.3920002,3.28000021,1.008,1.016,3.3920002,3.15200019,0.520000041,0.536,0.536,1.70400012,0.320000023,0.448,42.5,37,22,22,63,791.7889,1081.73071,856.0558,859.325256,2556.818,0.008,2.5,10.9375,10.15625,15.625,24.21875,7.8125,7.03125,7.03125,5.46875,11.0351563,26.751152,8.515606,23.3170662,48.0,510.000031,810.000061,0,11,2,0,3,0,0.0,8192.0,1466.25,6725.75,17.89856,9.058001,0.9765625,81.05469,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23679,2022-03-19 00:30:46,49.80392,49.80392,49.80392,49.80392,60.0,100,100,1.12,0.992000043,3.40800023,3.29600024,1.008,1.024,3.40800023,3.15200019,0.520000041,0.536,0.536,1.70400012,0.320000023,0.45600003,42.5,37,22,22,62,854.430359,1191.527,942.7374,920.2454,2561.67,0.008,2.5,15.625,25.78125,21.09375,41.40625,10.15625,16.40625,11.71875,10.9375,19.140625,26.9417038,8.576263,23.2564087,48.0,390.000031,405.000031,0,3,2,0,3,0,0.0,8192.0,1490.875,6701.125,18.1991577,6.06700039,2.9296875,82.03125,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23680,2022-03-19 00:30:47,55.294117,55.294117,55.294117,55.294117,60.0,100,100,1.12,0.992000043,3.40800023,3.29600024,1.008,1.024,3.3920002,3.15200019,0.528,0.536,0.536,1.70400012,0.320000023,0.448,42.5,37,22,22,63,834.3634,1218.4115,917.119568,885.8268,2556.818,0.008,2.5,15.3846149,13.0769253,36.1538467,41.53846,10.76923,10.76923,7.69230747,8.4615345,17.9807777,27.6071854,8.788105,23.0445671,48.0,390.000031,405.000031,0,16,6,0,4,0,0.0,8192.0,1646.4375,6545.5625,20.098114,6.25000048,5.859375,41.9921875,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23681,2022-03-19 00:30:48,55.294117,55.294117,55.294117,55.294117,60.0,100,100,1.12,0.992000043,3.40800023,3.29600024,1.008,1.024,3.40800023,3.15200019,0.528,0.536,0.536,1.70400012,0.320000023,0.448,43.0,37,22,22,63,839.030457,1200.0,948.699951,958.8068,2561.67,0.008,2.5,19.53125,16.40625,54.6875,53.125,16.40625,14.0625,14.84375,17.96875,25.8789063,28.086586,8.940712,22.89196,48.0,465.000031,405.000031,0,25,6,0,12,0,0.0,8192.0,1958.625,6233.375,23.9089966,8.537001,89.84375,208.007813,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23682,2022-03-19 00:30:49,56.47059,56.47059,56.47059,56.47059,60.0,100,100,1.136,0.992000043,3.3920002,3.28000021,1.008,1.024,3.40800023,3.15200019,0.528,0.536,0.536,1.70400012,0.320000023,0.448,43.0,37,22,22,63,857.687439,1319.64807,964.2857,955.414,2542.3728,0.008,2.5,20.3125,8.59375,42.1875,47.65625,7.03125,11.71875,8.59375,3.125,18.6523438,28.59256,9.101776,22.730896,48.0,645.000061,810.000061,0,43,10,0,12,0,0.0,8192.0,2362.9375,5829.0625,28.8444519,10.161,333.984375,121.09375,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23683,2022-03-19 00:30:50,52.9411774,52.9411774,52.9411774,52.9411774,60.0,100,100,1.12,0.992000043,3.40800023,3.28000021,1.008,1.024,3.40800023,3.15200019,0.520000041,0.536,0.536,1.70400012,0.320000023,0.448,43.0,37,22,22,63,850.6616,1289.39832,973.3237,954.738342,2551.98486,0.008,2.5,18.75,12.5,46.875,46.09375,8.59375,7.03125,4.6875,9.375,19.2382813,29.2586212,9.313801,22.5188713,48.0,645.000061,810.000061,0,27,5,0,11,0,0.0,8192.0,2650.375,5541.625,32.35321,10.359,647.460938,113.28125,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23684,2022-03-19 00:30:51,51.7647057,51.7647057,51.7647057,51.7647057,60.0,100,100,1.2,0.992000043,3.40800023,3.29600024,1.008,1.016,3.3920002,3.15200019,0.520000041,0.536,0.536,1.70400012,0.320000023,0.448,43.0,37,22,22,63,851.198,1188.38025,964.2857,912.1622,2556.818,0.008,2.5,9.375,11.71875,36.71875,43.75,10.15625,12.5,10.9375,7.8125,17.8710938,29.68399,9.449207,22.3834648,48.0,390.000031,405.000031,0,17,4,0,13,0,0.0,8192.0,2765.98438,5426.01563,33.7644577,16.531,22.4609375,45.8984375,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23685,2022-03-19 00:30:52,52.9411774,52.9411774,52.9411774,52.9411774,60.0,100,100,1.176,0.992000043,3.40800023,3.28000021,1.008,1.024,3.40800023,3.15200019,0.520000041,0.536,0.536,1.70400012,0.320000023,0.448,43.5,37,22,22,62,843.75,1187.33508,954.0636,922.131165,2561.67,0.008,2.5,7.03125,3.90625,20.3125,11.71875,3.125,5.46875,1.5625,3.90625,7.12890625,29.7556152,9.472008,22.3606644,50.0,1515.00012,7000.00049,0,33,18,0,1,0,0.0,8192.0,2765.98438,5426.01563,33.7644577,47.712,35.15625,91.796875,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23686,2022-03-19 00:30:53,43.1372566,43.1372566,43.1372566,43.1372566,60.0,100,100,1.128,0.992000043,3.40800023,3.28000021,1.008,1.024,3.3920002,3.15200019,0.520000041,0.536,0.536,1.70400012,0.320000023,0.448,43.5,37,22,22,62,829.748,1161.79,910.316956,878.3344,2551.98486,0.008,2.5,3.125,2.34375,8.59375,11.71875,1.5625,1.5625,2.34375,3.90625,4.39453125,29.7905121,9.483116,22.349556,49.0,1110.0,5000.0,0,25,9,0,1,0,0.0,8192.0,2757.54688,5434.453,33.66146,42.5010033,42.96875,49.8046875,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23687,2022-03-19 00:30:54,41.9607849,41.9607849,41.9607849,41.9607849,60.0,100,100,1.056,0.992000043,3.40800023,3.29600024,1.008,1.024,3.3920002,3.15200019,0.520000041,0.536,0.536,1.70400012,0.320000023,0.448,43.5,37,22,22,62,800.711731,1102.04077,882.352966,886.9908,2542.3728,0.008,2.5,4.6875,3.90625,7.03125,10.9375,0.78125,1.5625,1.5625,3.125,4.19921875,29.8118439,9.489906,22.3427658,49.0,975.000061,5000.0,0,25,10,0,1,0,0.0,8192.0,2765.98438,5426.01563,33.7644577,36.651,45.8984375,10.7421875,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23688,2022-03-19 00:30:55,43.1372566,43.1372566,43.1372566,43.1372566,60.0,100,100,1.128,0.992000043,3.40800023,3.28000021,1.008,1.024,3.3920002,3.15200019,0.528,0.536,0.536,1.70400012,0.320000023,0.448,43.5,37,22,22,62,780.3468,997.0458,881.20105,820.6687,2551.98486,0.008,2.5,7.03125,3.90625,14.0625,7.03125,0.78125,3.90625,2.34375,3.90625,5.37109375,29.8574982,9.50444,22.3282318,49.0,870.000061,5000.0,0,30,11,0,1,0,0.0,8192.0,2767.48438,5424.51563,33.78277,36.2530022,4.8828125,82.03125,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
23689,2022-03-19 00:30:56,47.45098,47.45098,47.45098,47.45098,60.0,100,100,1.12,0.992000043,3.40800023,3.28000021,1.008,1.024,3.40800023,3.15200019,0.528,0.536,0.536,1.70400012,0.320000023,0.448,43.5,37,22,22,62,774.5267,953.389832,868.1672,859.325256,2551.98486,0.008,2.5,10.15625,7.03125,44.53125,25.0,5.46875,6.25,9.375,2.34375,13.7695313,30.169075,9.603622,22.22905,49.0,660.000061,5000.0,0,21,6,0,1,0,0.0,8192.0,2845.48438,5346.51563,34.7349167,26.6880016,10.7421875,42.96875,99.0,2022.22729,86.350235,31,1.51036012,100.0,1111.36658,69.1091461,26.0,1.51928556,21.8444061
