,/lpc/nct6793d/control/0,/lpc/nct6793d/control/1,/lpc/nct6793d/control/2,/lpc/nct6793d/control/3,/lpc/nct6793d/control/4,/lpc/nct6793d/control/5,/lpc/nct6793d/voltage/0,/lpc/nct6793d/voltage/1,/lpc/nct6793d/voltage/2,/lpc/nct6793d/voltage/3,/lpc/nct6793d/voltage/4,/lpc/nct6793d/voltage/5,/lpc/nct6793d/voltage/6,/lpc/nct6793d/voltage/7,/lpc/nct6793d/voltage/8,/lpc/nct6793d/voltage/9,/lpc/nct6793d/voltage/10,/lpc/nct6793d/voltage/11,/lpc/nct6793d/voltage/12,/lpc/nct6793d/voltage/13,/lpc/nct6793d/voltage/14,/lpc/nct6793d/temperature/0,/lpc/nct6793d/temperature/1,/lpc/nct6793d/temperature/2,/lpc/nct6793d/temperature/3,/lpc/nct6793d/temperature/4,/lpc/nct6793d/temperature/5,/lpc/nct6793d/temperature/6,/lpc/nct6793d/fan/0,/lpc/nct6793d/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/fan/0,/atigpu/0/control/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/voltage/0,/atigpu/0/load/0,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0,/hdd/2/level/0,/hdd/2/data/0,/hdd/2/load/0,/hdd/2/temperature/0,/hdd/2/factor/0,/hdd/3/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VBAT","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #1","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Fan","GPU Fan","GPU Core","GPU Memory","GPU Core","GPU Core","Temperature","Used Space","Temperature","Used Space","Remaining Life","Total Bytes Written","Used Space","Temperature","Write Amplification","Used Space"
12/16/2021 12:02:40,22.7450981,100,49.80392,49.80392,49.80392,49.80392,0.504,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,33,27,118,26.5,111,111,110,2166.934,1931.33044,48.4375,28.125,34.375,34.375,36.328125,33,35,32,36,36,3904.45166,3904.45166,3904.45166,3904.45166,27.6950741,20.0694923,0.714823246,2.0535078,100.114143,32.7072372,5.19027328,10.6786079,64,1354,42,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.628357,48.79105,31,1.57136,0.007537842
12/16/2021 12:02:41,24.3137264,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,32,27,118,26.5,111,111,110,2153.11,1939.65515,35.9375,17.1875,25,28.125,26.5625,29,36,30,30,36,3904.45239,3904.45239,4004.56641,3904.45239,22.9887,15.1375074,0.9935938,1.77910292,100.114166,32.467453,5.15222168,10.71666,64,1430,42,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.628357,48.79105,31,1.57136,0.007537842
12/16/2021 12:02:42,23.1372547,100,49.80392,49.80392,49.80392,49.80392,0.480000019,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,32,27,118,26.5,111,110,110,2153.11,1936.87231,29.6875,7.8125,23.4375,15.625,19.140625,30,35,29,30,35,3904.452,3904.452,3904.452,3904.452,22.1844,14.412179,0.900367141,1.79261029,100.114151,32.4769745,5.1537323,10.7151489,64,1445,42,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.628357,48.79105,31,1.57136,0.007537842
12/16/2021 12:02:43,23.1372547,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,34,27,118,26.5,111,111,110,2170.418,1939.65515,28.125,15.625,34.375,29.6875,26.953125,30,31,34,33,34,3904.45142,3904.45142,3904.45142,3904.45142,23.55992,16.1021614,0.595642,1.83256149,100.114136,32.5259628,5.16150665,10.7073746,65,1450,43,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:44,24.705883,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.3920002,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,36,27,118,26.5,111,111,110,2153.11,1931.33044,37.5,26.5625,39.0625,25,32.03125,41,42,35,37,42,3904.45215,3904.45215,3904.45215,3904.45215,24.6104717,17.16199,0.5939175,1.85018313,100.114159,32.5266571,5.16161728,10.7072639,66,1474,43,900,1050,1.17500007,80,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:45,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.3920002,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,38,27,118,26.5,111,111,110,2173.913,1953.69031,63.0769272,36.9230728,27.6923065,30.76923,39.61538,31,31,35,36,36,3904.45117,3904.45117,3904.45117,3904.45117,27.31787,19.8780632,0.6020049,1.76205146,100.114128,32.6288757,5.17783737,10.6910439,66,1506,44,900,1050,1.17500007,87,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:46,31.7647057,100,49.80392,49.80392,49.80392,49.80392,0.528,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,36,27,118,26.5,111,111,110,2153.11,1939.65515,55.384613,26.1538448,35.384613,35.384613,38.07692,35,32,32,41,41,3904.45264,3904.45264,3904.45264,3904.45264,27.7613258,20.3173218,0.566370547,1.84435344,100.114166,32.53238,5.162525,10.706356,64,1538,44,900,1050,1.17500007,91,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:47,29.8039227,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,35,27,118,26.5,111,111,110,2153.11,1928.57141,42.1875,21.875,29.6875,15.625,27.34375,30,30,29,30,31,4004.56616,4004.56616,4004.56616,3904.452,23.076622,15.9980145,0.2902342,1.59103918,100.114151,32.8712769,5.216305,10.6525764,62.0000038,1539,44,900,1050,1.17500007,76,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:48,27.0588245,100,49.80392,49.80392,49.80392,49.80392,0.544,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,31,27,118,26.5,111,111,110,2153.11,1917.61365,23.0769215,21.875,16.9230766,25,21.7187462,28,29,26,27,30,4004.56616,4004.56616,4004.56616,3904.45215,19.1211548,12.2059,0.125380248,1.4079814,100.114159,32.5882721,5.17139435,10.6974869,61.0000038,1534,44,900,1050,1.17500007,65,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:49,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,33,27,118,26.5,111,111,110,2160,1939.65515,32.8125,18.4615364,18.75,21.53846,22.8906269,34,34,30,32,34,4004.566,4004.566,3904.45166,3904.45166,19.9952736,13.0972147,0.1258585,1.438191,100.114143,32.6202,5.17646027,10.692421,61.0000038,1531,44,900,1050,1.17500007,48,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:50,24.3137264,100,49.80392,49.80392,49.80392,49.80392,0.536,1.016,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,31,27,118,26.5,111,111,110,2153.11,1928.57141,26.9841251,15.8730145,14.2857132,6.349206,15.8730145,28,29,27,28,30,4004.56567,3904.45166,4004.56567,4004.56567,18.2687473,10.9910536,0.5217558,1.29768288,100.114143,32.78974,5.20336533,10.6655159,60.0000038,1494,39,900,1050,1.17500007,37,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:51,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,30,27,118,26.5,111,111,110,2166.934,1942.446,31.25,10.9375,12.5,14.0625,17.1875,29,30,27,42,42,4004.56616,4004.56616,4004.56616,3904.45215,19.904253,12.1086864,1.03631008,1.33363616,100.114159,32.9419556,5.22752,10.6413612,60.0000038,1335,39,300,1050,0.950000048,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:52,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,32,27,118,26.5,111,111,110,2153.11,1928.57141,42.1875,12.5,23.4375,9.375,21.875,28,28,27,29,30,4004.56616,4004.56616,3904.45215,4004.56616,19.42252,11.7629242,0.883708537,1.35996258,100.114159,32.82914,5.20961761,10.6592636,59.0000038,1314,39,300,1050,0.950000048,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:53,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,32,27,118,26.5,111,111,110,2153.11,1942.446,39.0625,15.625,20.3125,10.9375,21.484375,28,29,27,33,33,3904.45166,3904.45166,3904.45166,4104.68,19.1176872,12.1778889,0.190810353,1.33646393,100.114143,32.6087723,5.17464828,10.6942329,59.0000038,1313,39,300,1050,0.950000048,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:54,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,34,27,118,26.5,111,111,110,2160,1925.82031,43.75,23.4375,23.4375,42.1875,33.203125,31,31,35,35,35,3904.45166,3904.45166,3904.45166,3904.45166,22.2649422,15.2420368,0.241463616,1.52304506,100.114143,32.8884735,5.21903229,10.6498489,60.0000038,1311,39,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:55,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.136,0.120000005,0.136,36,27,118,26.5,111,111,110,2153.11,1939.65515,62.5,28.125,35.9375,31.25,39.453125,34,30,29,31,34,4004.56665,3904.45239,3904.45239,3904.45239,26.29251,19.220953,0.223266616,1.88268888,100.114166,34.0603943,5.40500259,10.4638786,60.0000038,1309,39,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:56,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.136,0.120000005,0.136,35,27,118,26.5,111,111,110,2149.68164,1928.57141,81.25,43.75,57.8125,39.0625,55.46875,34,37,36,38,39,3904.452,3904.452,3904.452,3904.452,29.5002441,22.3282681,0.179571539,2.319856,100.114151,37.11426,5.889618,9.979263,60.0000038,1312,39,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:57,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,39,27,118,26.5,111,111,110,2153.11,1931.33044,87.5,82.8125,62.5,87.5,80.078125,34,39,35,37,38,3904.45166,3904.45166,3904.45166,3904.45166,33.1766968,26.078722,0.137986049,2.42569351,100.114143,38.7720528,6.152691,9.71619,60.0000038,1313,39,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:58,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,37,27,118,26.5,111,111,110,2173.913,1942.446,89.0625,68.75,78.125,81.25,79.296875,36,35,36,36,36,3904.45044,3904.45044,3904.45044,3904.45044,33.22407,26.1154881,0.133153662,2.4559114,100.114113,40.8307648,6.47938538,9.389496,59.0000038,1315,39,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:02:59,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,39,27,118,26.5,111,111,110,2173.913,1953.69031,71.875,67.1875,87.5,81.25,76.953125,33,39,35,41,41,3904.45361,3904.45361,3904.45361,3904.45361,32.9877968,25.9851112,0.119648576,2.12838531,100.1142,42.22336,6.7003746,9.168507,59.0000038,1314,39,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:00,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,39,27,118,26.5,111,111,110,2173.913,1917.61365,70.3125,78.125,90.625,75,78.515625,33,39,38,43,43,3904.45142,3904.45142,3904.45142,3904.45142,34.5570335,27.2855816,0.490207672,1.904829,100.114143,42.6158142,6.76265335,9.106228,61.0000038,1308,39,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:01,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.3920002,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,42,27,118,26.5,111,111,110,2146.264,1939.65515,85.9375,82.8125,89.0625,89.0625,86.71875,37,39,40,44,44,3904.45239,3904.45239,3904.45239,3904.45239,39.0956345,31.65511,0.596124232,2.01941514,100.114166,42.79558,6.79117966,9.077702,65,1368,44,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:02,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,39,27,118,26.5,111,111,110,2166.934,1931.33044,54.6875,57.8125,73.4375,73.4375,64.84375,34,36,33,36,36,3904.45142,3904.45142,3904.45142,3904.45142,34.2869148,26.8492661,0.592834651,2.02608156,100.114136,42.1598473,6.690296,9.178585,66,1497,44,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:03,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,36,27,118,26.5,111,111,110,2153.11,1936.87231,40.625,29.6875,68.75,53.125,48.046875,31,32,30,36,36,3904.45166,3904.45166,3904.45166,3904.45166,28.2022839,20.8320465,0.5987712,1.80880845,100.114143,41.9966965,6.664406,9.204475,66,1522,44,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:04,24.3137264,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,37,27,118,26.5,111,111,110,2153.11,1917.61365,40.625,40.625,57.8125,62.5,50.390625,36,39,37,43,43,3904.452,3904.452,3904.452,3904.452,30.6803036,23.3277969,0.5722773,1.86505592,100.114151,42.2366524,6.702484,9.166397,62.0000038,1577,44,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:05,27.8431377,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,38,27,118,26.5,111,111,110,2166.934,1953.69031,57.8125,57.8125,84.375,65.625,66.40625,34,39,38,40,40,3904.45239,3904.45239,3904.45239,3904.45239,32.03012,24.90806,0.19775033,2.03168488,100.114166,45.0934525,7.15582657,8.713055,61.0000038,1489,40,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:06,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,39,27,118,26.5,111,111,110,2153.11,1928.57141,54.6875,48.4375,43.75,53.125,50,33,32,31,32,33,3904.452,3904.452,3904.452,3904.452,28.0416813,20.799469,0.431436867,1.64571786,100.114151,44.92977,7.12985229,8.739029,64,1370,42,900,1050,1.17500007,62,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:07,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,36,27,118,26.5,111,111,110,2166.934,1942.446,45.3125,46.875,31.25,34.375,39.453125,35,32,29,31,35,3904.45142,3904.45142,3904.45142,3904.45142,25.4354763,18.0930367,0.5954286,1.48905945,100.114136,45.1953049,7.17198944,8.696892,61.0000038,1463,43,900,1050,1.17500007,57,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:08,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,36,27,118,26.5,111,111,110,2160,1917.61365,39.0625,42.1875,45.3125,45.3125,42.96875,31,33,38,39,39,3904.45264,4004.567,3904.45264,3904.45264,27.13718,19.7617931,0.5942444,1.62659788,100.114166,45.5775261,7.232643,8.636238,61.0000038,1491,43,900,1050,1.17500007,40,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:09,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,37,27,118,26.5,111,111,110,2149.68164,1939.65515,35.9375,40.625,37.5,48.4375,40.625,31,39,29,31,39,3904.45166,3904.45166,4004.56567,3904.45166,25.4937668,18.1301231,0.5905384,1.44228709,100.114143,45.5797844,7.23300171,8.63587952,61.0000038,1492,43,900,1050,1.17500007,29,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:10,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,36,27.5,118,26.5,111,111,110,2173.913,1939.65515,51.5625,34.375,35.9375,40.625,40.625,35,31,28,31,35,3904.452,3904.452,4004.56616,3904.452,25.82029,18.5137653,0.567085,1.46280694,100.114151,45.82231,7.271488,8.597393,60.0000038,1456,39,300,1050,0.950000048,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:11,29.0196075,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.3920002,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,41,27.5,118,26.5,111,111,110,2160,1931.33044,46.875,67.1875,51.5625,59.375,56.25,36,38,38,40,40,3904.45142,3904.45142,3904.45142,3904.45142,34.3044357,26.6885166,0.714659333,2.05978966,100.114143,46.9553337,7.45128632,8.417595,64,1330,43,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:12,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,41,27,118,26.5,111,111,110,2166.934,1928.57141,41.53846,69.2307739,53.8461571,39.9999962,51.1538429,31,34,39,33,38,4004.56616,4004.56616,3904.45215,3904.45215,30.2988567,22.4073639,1.0146023,1.93383,100.114159,46.7770157,7.422989,8.445892,65,1485,44,900,1050,1.17500007,0,34,47.4652672,31,38.4083824,100,488.632416,48.7912865,31,1.57135761,0.007537842
12/16/2021 12:03:13,29.8039227,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.3920002,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,39,27.5,118,26.5,111,111,110,2153.11,1939.65515,45.3125,53.125,57.8125,46.875,50.78125,35,33,37,36,38,3904.45215,3904.45215,3904.45215,4004.56616,29.9513855,22.2285,0.849274,1.95733166,100.114151,46.9961281,7.45776,8.411121,65,1525,44,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,488.697266,48.79143,31,1.571287,0.007537842
