,/lpc/nct6793d/control/0,/lpc/nct6793d/control/1,/lpc/nct6793d/control/2,/lpc/nct6793d/control/3,/lpc/nct6793d/control/4,/lpc/nct6793d/control/5,/lpc/nct6793d/voltage/0,/lpc/nct6793d/voltage/1,/lpc/nct6793d/voltage/2,/lpc/nct6793d/voltage/3,/lpc/nct6793d/voltage/4,/lpc/nct6793d/voltage/5,/lpc/nct6793d/voltage/6,/lpc/nct6793d/voltage/7,/lpc/nct6793d/voltage/8,/lpc/nct6793d/voltage/9,/lpc/nct6793d/voltage/10,/lpc/nct6793d/voltage/11,/lpc/nct6793d/voltage/12,/lpc/nct6793d/voltage/13,/lpc/nct6793d/voltage/14,/lpc/nct6793d/temperature/0,/lpc/nct6793d/temperature/1,/lpc/nct6793d/temperature/2,/lpc/nct6793d/temperature/3,/lpc/nct6793d/temperature/4,/lpc/nct6793d/temperature/5,/lpc/nct6793d/temperature/6,/lpc/nct6793d/fan/0,/lpc/nct6793d/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/fan/0,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/control/0,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0,/hdd/2/level/0,/hdd/2/data/0,/hdd/2/load/0,/hdd/2/temperature/0,/hdd/2/factor/0,/hdd/3/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VBAT","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #1","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Fan","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space","Temperature","Used Space","Remaining Life","Total Bytes Written","Used Space","Temperature","Write Amplification","Used Space"
12/16/2021 06:54:01,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,29,118,25,111,111,110,2180.937,1950.86707,100,100,100,100,100,43,45,45,46,46,3904.4585,3904.4585,3904.4585,3904.4585,54.6162567,41.1120567,1.02382934,3.22175074,100.114326,39.24213,6.22728729,9.641594,31,721.406,810.000061,1442.812,1004,8,4,0,6,30,2048,856.148438,1191.85156,41.8041229,14.9640007,2.9296875,889.648438,32,0.0102996826,29,0.0422515869,100,478.320862,48.1973343,25,1.56651652,0.007537842
12/16/2021 06:54:02,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,48,29,118,25,111,111,111,2160,1923.0769,100,100,100,100,100,40,46,46,48,48,3904.46313,3904.46313,3904.46313,3904.46313,55.226387,41.6230774,1.02354324,3.40253329,100.114441,39.36187,6.2462883,9.622593,31,405.000031,405.000031,810.000061,1003,14,8,0,9,30,2048,892.097656,1155.90234,43.5594559,14.581,0,889.648438,32,0.0102996826,29,0.0422515869,100,478.320862,48.1973343,25,1.56651652,0.007537842
12/16/2021 06:54:03,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,48,29,118,25,111,111,110,2173.913,1936.87231,100,100,98.4375,98.4375,99.21875,44,40,46,49,49,3904.46143,3904.46143,3904.46143,3904.46143,54.8072929,41.27437,1.02371991,3.33075356,100.114395,39.7455978,6.30718231,9.561699,31,405.000031,405.000031,810.000061,1003,29,20,0,11,30,2048,891.976563,1156.02344,43.5535431,14.293,1.953125,0,32,0.0102996826,29,0.0422515869,100,478.320862,48.1973343,25,1.56651652,0.007537842
12/16/2021 06:54:04,38.4313736,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,48,29,118,25,111,111,110,2156.54956,1925.82031,98.46154,100,98.46154,100,99.23077,40,46,47,48,48,3904.45947,3904.45947,3904.45947,3904.45947,55.27728,41.6176071,1.02591753,3.44456267,100.114342,40.0239,6.351345,9.517536,31,405.000031,405.000031,810.000061,1004,30,23,0,12,30,2048,908.726563,1139.27344,44.3714142,14.581,0.9765625,457.03125,32,0.0102996826,29,0.0422515869,100,478.320862,48.1973343,25,1.56651652,0.007537842
12/16/2021 06:54:05,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29,118,25,111,111,110,2180.937,1939.65515,100,100,100,100,100,42,45,41,45,46,3904.46216,3904.46216,3904.46216,3904.46216,54.6647873,41.07294,1.0253973,3.37547827,100.114418,40.3052521,6.39599228,9.472889,31,405.000031,405.000031,810.000061,1002,28,21,0,13,30,2048,903.347656,1144.65234,44.1087723,14.868001,0,889.648438,32,0.0102996826,29,0.0422515869,100,478.320862,48.1973343,25,1.56651652,0.007537842
12/16/2021 06:54:06,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29,118,25,111,111,111,2156.54956,1925.82031,100,100,100,100,100,43,44,43,46,46,3904.46118,3904.46118,3904.46118,3904.46118,54.5781746,40.9901047,1.03267562,3.458885,100.114395,40.01183,6.34943,9.519451,31,405.000031,405.000031,810.000061,1002,24,17,0,11,30,2048,905.222656,1142.77734,44.200325,14.401001,5.859375,890.625,32,0.0102996826,29,0.0422515869,100,478.320862,48.1973343,25,1.56651652,0.007537842
12/16/2021 06:54:07,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29,118,25,111,111,110,2173.913,1950.86707,100,98.4375,98.4375,100,99.21875,41,45,44,45,45,3904.46216,3904.46216,3904.46216,3904.46216,54.98928,41.3285675,1.03330636,3.410552,100.114418,40.42965,6.41573334,9.453148,31,405.000031,405.000031,810.000061,1001,22,14,0,12,30,2048,905.222656,1142.77734,44.200325,14.2090006,0.9765625,889.648438,32,0.0102996826,29,0.0422515869,100,478.320862,48.1973343,25,1.56651652,0.007537842
12/16/2021 06:54:09,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,29,118,25,111,111,110,2163.46143,1923.0769,100,100,98.4375,100,99.609375,43,47,43,48,48,3904.46045,3904.46045,3904.46045,3904.46045,53.7926254,40.3191261,1.02428818,3.22261214,100.114372,40.3755646,6.40715027,9.461731,31,405.000031,405.000031,810.000061,1001,13,11,0,6,30,2048,905.472656,1142.52734,44.212532,14.2090006,0,2080.07813,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:09,35.294117,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,29,118,25,111,111,110,2177.41943,1928.57141,100,100,100,100,100,42,45,43,47,47,3904.46069,3904.46069,3904.46069,3904.46069,53.31885,39.8814125,1.02332938,3.1431,100.11438,40.41775,6.413845,9.455036,31,405.000031,405.000031,810.000061,1001,19,14,0,11,30,2048,904.597656,1143.40234,44.1698074,14.0180006,2.9296875,1326.17188,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:10,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.42400026,3.42400026,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,29,118,25,111,111,110,2163.46143,1928.57141,100,100,100,100,100,42,45,43,46,46,3904.4624,3904.4624,3904.4624,3904.4624,53.64406,40.22615,1.0261097,3.00230265,100.114418,40.4764061,6.423153,9.445728,31,270,405.000031,540,1002,10,10,0,6,30,2048,903.722656,1144.27734,44.1270828,13.9210005,0,889.648438,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:11,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.42400026,3.42400026,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,29,118,25,111,111,110,2177.41943,1928.57141,100,100,100,100,100,40,43,43,44,45,3904.461,3904.461,3904.461,3904.461,54.14075,40.67793,1.02599156,3.01520681,100.11438,40.4684258,6.42188644,9.446995,30,270,405.000031,540,1002,9,9,0,3,30,2048,903.722656,1144.27734,44.1270828,14.2090006,0,889.648438,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:12,37.2549,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,29,118,25,111,111,110,2163.46143,1939.65515,100,100,100,100,100,43,45,45,47,47,3904.46069,3904.46069,3904.46069,3904.46069,52.7887039,39.29128,1.02396369,3.1840694,100.11438,43.67093,6.930088,8.938793,30,135,405.000031,270,1000,15,13,0,6,30,2048,903.722656,1144.27734,44.1270828,14.114,0,1577.14844,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:13,35.294117,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,29,118,25,111,111,111,2177.41943,1931.33044,100,100,100,100,100,43,45,42,46,46,3904.46167,3904.46167,3904.46167,3904.46167,53.9670143,40.57897,1.02597558,3.03798771,100.1144,43.20244,6.85574341,9.013138,31,135,405.000031,270,999,27,17,0,10,30,2048,903.597656,1144.40234,44.12098,14.114,1.953125,239.257813,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:14,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29,118,25,111,111,110,2160,1936.87231,100,100,100,100,100,42,43,45,48,48,3904.46143,3904.46143,3904.46143,3904.46143,54.6435471,41.1516876,1.02441382,3.05148339,100.114395,43.3995056,6.8870163,8.981865,30,135,405.000031,270,1001,23,15,0,9,30,2048,903.597656,1144.40234,44.12098,14.401001,21.484375,891.601563,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:15,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29,118,25,111,111,110,2163.46143,1914.89368,100,100,100,100,100,43,44,45,46,46,3904.45972,3904.45972,3904.45972,3904.45972,54.73268,41.25857,1.025042,3.13414645,100.114349,43.4398232,6.89341354,8.975468,30,135,405.000031,270,999,24,16,0,9,30,2048,903.347656,1144.65234,44.1087723,14.305,97.65625,0,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:16,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29,118,25,111,111,110,2177.41943,1939.65515,100,100,100,100,100,42,46,41,45,46,3904.46216,3904.46216,3904.46216,3904.46216,54.1544533,40.6522751,1.02363932,3.21405053,100.11441,43.47612,6.89917374,8.96970749,31,135,405.000031,270,999,32,19,0,12,30,2048,903.597656,1144.40234,44.12098,14.401001,86.91406,875,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:17,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29,118,25,111,111,110,2163.46143,1923.0769,100,100,100,100,100,42,44,43,45,45,3904.46143,3904.46143,3904.46143,3904.46143,54.49189,40.93909,1.02399445,3.29080534,100.114395,43.5183525,6.905876,8.963005,30,135,405.000031,270,999,26,15,0,9,30,2048,903.347656,1144.65234,44.1087723,13.9210005,1.953125,1342.77344,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:18,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,29,118,25,111,111,110,2163.46143,1912.18127,100,100,98.48485,100,99.6212158,45,46,44,47,47,3904.461,3904.461,3904.461,3904.461,53.7126541,40.3406944,1.02593887,2.89726424,100.11438,43.8979073,6.96610641,8.902775,31,135,405.000031,270,1000,0,6,0,0,30,2048,903.597656,1144.40234,44.12098,13.4550009,40.0390625,445.3125,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:19,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,29,118,25,111,111,110,2163.46143,1936.87231,100,100,100,100,100,42,46,43,43,45,3904.46143,3904.46143,3904.46143,3904.46143,54.2293777,40.78835,1.024557,3.0404942,100.114395,44.6033249,7.07804871,8.79083252,30,135,405.000031,270,1000,14,12,0,6,30,2048,903.597656,1144.40234,44.12098,13.6340008,0,16.6015625,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:20,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,29,118,25.5,111,111,110,2177.41943,1928.57141,100,100,100,100,100,45,46,46,47,47,3904.46118,3904.46118,3904.46118,3904.46118,53.7657356,40.4129333,1.02478838,2.86538553,100.114388,45.2816772,7.18569565,8.683186,30,135,405.000031,270,1000,9,10,0,3,30,2048,903.597656,1144.40234,44.12098,13.6340008,0.9765625,907.226563,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:22,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.42400026,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,29,118,25,111,111,110,2177.41943,1936.87231,100,100,100,100,100,41,46,42,45,44,3904.46069,3904.46069,3904.46069,3904.46069,53.4152679,40.1287079,1.02345085,2.734178,100.11438,45.6622124,7.24608231,8.622799,30,135,405.000031,270,1000,8,8,0,3,30,2048,903.597656,1144.40234,44.12098,13.4550009,0,0,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:22,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,29,118,25,111,111,110,2163.46143,1917.61365,100,100,100,100,100,40,44,45,46,46,3904.462,3904.462,3904.462,3904.462,52.8270226,39.54956,1.02382851,2.63824248,100.1144,46.1430855,7.32239151,8.54649,30,135,405.000031,270,1001,18,13,0,6,30,2048,903.597656,1144.40234,44.12098,13.637001,0,15.625,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:23,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29,118,25,111,111,110,2177.41943,1950.86707,100,100,100,100,100,41,46,45,44,46,3904.46143,3904.46143,3904.46143,3904.46143,54.75356,41.32062,1.02389789,3.02382612,100.114395,45.8766136,7.28010559,8.588776,30,135,405.000031,270,1000,31,19,0,12,30,2048,902.9844,1145.01563,44.0910339,14.114,5.859375,519.53125,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:24,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29,118,25,111,111,110,2177.41943,1942.446,100,100,100,100,100,43,45,46,46,47,3904.45923,3904.45923,3904.45923,3904.45923,55.0945969,41.576992,1.02346122,3.22008085,100.114342,45.7554131,7.260872,8.608009,30,135,405.000031,270,1000,30,18,0,9,30,2048,891.625,1156.375,43.536377,13.8250008,0.9765625,891.601563,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:25,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,29,118,25.5,111,111,110,2177.41943,1939.65515,100,100,100,100,100,41,43,42,42,43,3904.46216,3904.46216,3904.46216,3904.46216,53.28261,39.8804779,1.02430868,3.1135006,100.11441,45.9418831,7.29046249,8.578419,30,135,405.000031,270,1001,16,12,0,7,30,2048,891.875,1156.125,43.548584,13.8250008,0.9765625,0,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:27,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,29,118,25.5,111,111,110,2166.934,1914.89368,100,100,100,100,100,40,44,42,44,46,3904.46216,3904.46216,3904.46216,3904.46216,53.0759926,39.63693,1.0243994,3.070203,100.114418,46.2790031,7.34396,8.524921,30,135,405.000031,270,1001,12,11,0,6,30,2048,891.875,1156.125,43.548584,13.637001,0,889.648438,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:27,35.294117,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,29,118,25.5,111,111,111,2177.41943,1939.65515,100,100,100,100,100,43,42,41,43,45,3904.46118,3904.46118,3904.46118,3904.46118,51.3142242,37.97597,1.02370119,2.92648864,100.114388,46.26977,7.342495,8.526386,30,135,405.000031,270,1000,6,8,0,3,30,2048,891.875,1156.125,43.548584,14.114,0,890.625,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:28,35.294117,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,29,118,25.5,111,111,110,2160,1923.0769,100,100,100,100,100,42,46,43,48,47,3904.45947,3904.45947,3904.45947,3904.45947,53.0212021,39.6021957,1.02434123,3.14382744,100.114342,47.0215874,7.46179962,8.407082,30,135,405.000031,270,1001,11,10,0,6,30,2048,891.875,1156.125,43.548584,14.2090006,0,0,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:30,35.294117,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,44,29,118,25,111,111,110,2177.41943,1950.86707,100,100,100,100,100,38,38,42,47,48,3904.46313,3904.46313,3904.46313,3904.46313,51.2877159,37.80527,1.02399731,3.24810243,100.114441,46.598526,7.394665,8.474216,30,135,405.000031,270,1000,13,10,0,7,30,2048,891.875,1156.125,43.548584,13.8270006,2.9296875,890.625,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:31,35.294117,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,29,118,25.5,111,111,110,2163.46143,1914.89368,100,100,100,100,100,44,46,45,48,46,3904.46118,3904.46118,3904.46118,3904.46118,52.4911346,39.1407852,1.02525842,3.0216248,100.114388,46.37282,7.35884857,8.510033,30,135,405.000031,270,1000,6,8,0,3,30,2048,891.875,1156.125,43.548584,14.0180006,0,1326.17188,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:32,35.294117,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,29,118,25.5,111,111,110,2170.418,1950.86707,100,100,100,100,100,42,44,43,45,45,3904.46045,3904.46045,3904.46045,3904.46045,52.79592,39.38331,1.02315009,3.04265451,100.114372,46.2805634,7.344208,8.524673,30,135,405.000031,270,1000,7,9,0,3,30,2048,891.875,1156.125,43.548584,13.7300005,0,0,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:33,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,29,118,25.5,111,111,110,2163.46143,1936.87231,100,100,100,100,100,43,43,46,47,46,3904.46,3904.46,3904.46,3904.46,52.51611,39.1944962,1.02362,2.82519364,100.114357,46.5985947,7.394676,8.474205,30,135,405.000031,270,1000,20,13,0,9,30,2048,891.875,1156.125,43.548584,13.4570007,2.9296875,1781.25,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:34,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,29,118,25,111,111,110,2177.41943,1925.82031,100,100,100,100,100,40,45,43,44,44,3904.46118,3904.46118,3904.46118,3904.46118,52.8031044,39.4275246,1.023807,2.953829,100.114395,46.423645,7.366913,8.501968,30,135,405.000031,270,999,6,8,0,3,30,2048,891.875,1156.125,43.548584,14.305,0,1325.19531,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:35,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29,118,25.5,111,111,110,2163.46143,1936.87231,100,100,100,100,100,42,45,44,47,47,3904.46338,3904.46338,3904.46338,3904.46338,53.53398,40.2807465,1.02347636,2.75137115,100.114441,47.0267525,7.46262,8.406261,30,135,405.000031,270,1001,11,10,0,6,30,2048,891.875,1156.125,43.548584,13.5510006,0.9765625,890.625,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:36,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,29,118,25.5,111,111,111,2177.41943,1936.87231,100,100,100,100,100,44,46,47,44,47,3904.46045,3904.46045,3904.46045,3904.46045,53.64331,40.275116,1.02353716,2.836672,100.114372,46.71646,7.41337967,8.455502,30,135,405.000031,270,1000,14,11,0,7,30,2048,891.875,1156.125,43.548584,13.637001,0,890.625,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:37,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,29,118,25.5,111,111,110,2163.46143,1936.87231,100,100,100,100,100,38,46,46,44,46,3904.46,3904.46,3904.46,3904.46,53.3036423,39.8903046,1.0239408,3.02238822,100.114357,46.34083,7.353771,8.51511,30,135,405.000031,270,1001,12,10,0,6,30,2048,891.875,1156.125,43.548584,14.0180006,0,890.625,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
12/16/2021 06:54:38,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,1.016,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29,118,25.5,111,111,110,2177.41943,1928.57141,100,100,100,100,100,42,45,46,45,46,3904.46216,3904.46216,3904.46216,3904.46216,53.7981033,40.4369469,1.02331078,2.96494055,100.114418,46.3541451,7.35588455,8.512997,30,135,405.000031,270,999,11,10,0,6,30,2048,891.875,1156.125,43.548584,13.7300005,2.9296875,784.1797,32,0.0102996826,29,0.0422515869,100,478.331421,48.1978836,25,1.56650507,0.007537842
