,/lpc/nct6793d/control/0,/lpc/nct6793d/control/1,/lpc/nct6793d/control/2,/lpc/nct6793d/control/3,/lpc/nct6793d/control/4,/lpc/nct6793d/control/5,/lpc/nct6793d/voltage/0,/lpc/nct6793d/voltage/1,/lpc/nct6793d/voltage/2,/lpc/nct6793d/voltage/3,/lpc/nct6793d/voltage/4,/lpc/nct6793d/voltage/5,/lpc/nct6793d/voltage/6,/lpc/nct6793d/voltage/7,/lpc/nct6793d/voltage/8,/lpc/nct6793d/voltage/9,/lpc/nct6793d/voltage/10,/lpc/nct6793d/voltage/11,/lpc/nct6793d/voltage/12,/lpc/nct6793d/voltage/13,/lpc/nct6793d/voltage/14,/lpc/nct6793d/temperature/0,/lpc/nct6793d/temperature/1,/lpc/nct6793d/temperature/2,/lpc/nct6793d/temperature/3,/lpc/nct6793d/temperature/4,/lpc/nct6793d/temperature/5,/lpc/nct6793d/temperature/6,/lpc/nct6793d/fan/0,/lpc/nct6793d/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/fan/0,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/control/0,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0,/hdd/2/level/0,/hdd/2/data/0,/hdd/2/load/0,/hdd/2/temperature/0,/hdd/2/factor/0,/hdd/3/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VBAT","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #1","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Fan","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space","Temperature","Used Space","Remaining Life","Total Bytes Written","Used Space","Temperature","Write Amplification","Used Space"
12/16/2021 07:12:33,29.8039227,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,41,28,117,26.5,110,109,109,2160,1931.33044,46.875,46.875,50,76.5625,55.078125,34,38,31,34,38,3904.46069,3904.46069,3904.46069,3904.46069,36.2845879,25.3214951,1.02176917,2.36173,100.11438,35.55133,5.64159775,10.2272835,44,670.781,810.000061,1341.562,1155,18,8,0,13,35,2048,601.6172,1446.38281,29.37584,15.647,0,889.648438,33,0.0102996826,30,0.0422515869,100,479.0327,48.1965942,25,1.56560528,0.007537842
12/16/2021 07:12:34,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,42,28,117,26.5,110,109,109,2163.46143,1928.57141,92.30769,87.69231,90.76923,90.76923,90.38461,37,40,39,42,42,3904.462,3904.462,3904.462,3904.462,48.26714,34.89506,1.03134918,2.85273933,100.1144,37.3395538,5.92536926,9.943512,44,670.781,810.000061,1341.562,1157,28,10,0,15,35,2048,620.4922,1427.50781,30.29747,15.5430012,0,889.648438,33,0.0102996826,30,0.0422515869,100,479.0327,48.1965942,25,1.56560528,0.007537842
12/16/2021 07:12:35,32.54902,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,43,28,117,26.5,110,109,109,2160,1928.57141,100,100,100,100,100,39,44,39,44,44,3904.45923,3904.45923,3904.45923,3904.45923,47.457634,36.5608559,1.30074179,3.4036026,100.114342,37.65254,5.97503662,9.893845,44,1126.406,3505.50024,2252.812,1153,19,8,0,7,35,2048,616.6172,1431.38281,30.1082611,31.6020012,192.382813,890.625,33,0.0102996826,30,0.0422515869,100,479.0327,48.1965942,25,1.56560528,0.007537842
12/16/2021 07:12:36,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,43,28,117,26.5,110,109,109,2163.46143,1939.65515,100,100,100,100,100,42,44,43,45,45,3904.46216,3904.46216,3904.46216,3904.46216,43.0761261,36.625782,1.44771683,3.641924,100.114418,37.54136,5.95739365,9.911488,45,1126.406,3505.50024,2252.812,1147,18,8,0,6,35,2048,616.6172,1431.38281,30.1082611,32.164,193.359375,890.625,33,0.0102996826,30,0.0422515869,100,479.0327,48.1965942,25,1.56560528,0.007537842
12/16/2021 07:12:37,34.11765,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,43,28,117,26.5,110,109,109,2163.46143,1917.61365,100,100,100,100,100,39,45,40,41,43,3904.462,3904.462,3904.462,3904.462,42.80757,36.3960571,1.44063854,3.62089014,100.1144,37.5642166,5.96102142,9.90786,45,1126.406,3505.50024,2252.812,1146,19,8,0,7,35,2048,617.1172,1430.88281,30.1326752,32.2600021,192.382813,768.5547,33,0.0102996826,30,0.0422515869,100,479.0327,48.1965942,25,1.56560528,0.007537842
12/16/2021 07:12:38,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,43,28,117,26.5,110,109,109,2160,1939.65515,100,100,100,100,100,41,44,41,41,43,3904.461,3904.461,3904.461,3904.461,42.4460373,35.9924622,1.4433465,3.70598626,100.11438,37.7239838,5.986374,9.882507,45,1126.406,3505.50024,2252.812,1146,19,8,0,6,35,2048,617.1172,1430.88281,30.1326752,32.2600021,201.171875,890.625,33,0.0102996826,30,0.0422515869,100,479.0327,48.1965942,25,1.56560528,0.007537842
12/16/2021 07:12:39,31.37255,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,40,28,117,26.5,110,109,109,2160,1925.82031,100,83.07693,76.92308,83.07693,85.76923,37,42,37,38,42,3904.462,3904.462,3904.462,3904.462,37.61224,31.0972385,1.45272279,3.77836752,100.1144,37.8061447,5.99941254,9.869469,45,1126.406,3505.50024,2252.812,1146,19,8,0,6,35,2048,617.1172,1430.88281,30.1326752,32.2600021,4.8828125,1781.25,33,0.0102996826,30,0.0422515869,100,479.0327,48.1965942,25,1.56560528,0.007537842
12/16/2021 07:12:40,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,28.5,117,26.5,110,109,109,2160,1917.61365,68.75,45.3125,54.6875,59.375,57.03125,34,38,31,32,38,3904.461,3904.461,3904.461,3904.461,29.4258652,23.0463524,1.43898928,3.437453,100.11438,37.813694,6.00061035,9.868271,45,1126.406,3505.50024,2252.812,1143,21,9,0,7,35,2048,617.1172,1430.88281,30.1326752,32.372,5.859375,1781.25,33,0.0102996826,30,0.0422515869,100,479.0327,48.1965942,25,1.56560528,0.007537842
12/16/2021 07:12:41,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,40,28.5,117,26.5,110,109,109,2163.46143,1925.82031,78.46154,75.38461,69.2307739,75.38461,74.61539,35,36,36,37,38,3904.46143,3904.46143,3904.46143,3904.46143,35.1947174,28.9826069,1.2961086,3.34561586,100.114395,38.12209,6.049549,9.819332,46,1126.406,3505.50024,2252.812,1142,28,9,0,5,35,2048,719.023438,1328.97656,35.1085663,39.6140022,252.929688,897.460938,33,0.0102996826,30,0.0422515869,100,479.0327,48.1965942,25,1.56560528,0.007537842
12/16/2021 07:12:42,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,0.992000043,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,38,28.5,117,26.5,110,109,109,2156.54956,1914.89368,76.5625,70.3125,76.5625,70.3125,73.4375,34,36,33,35,36,3904.46021,3904.46021,3904.46021,3904.46021,34.8638268,28.3851166,1.4901067,3.645945,100.114365,38.2242279,6.06575775,9.803123,49,1252.96851,3505.50024,2505.937,1137,53,21,0,7,35,2048,719.773438,1328.22656,35.1451874,63.0340042,275.390625,1791.01563,33,0.0102996826,30,0.0422515869,100,479.0327,48.1965942,25,1.56560528,0.007537842
12/16/2021 07:12:43,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,0.992000043,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,39,28.5,117,26.5,110,109,109,2163.46143,1928.57141,84.61539,80,76.92308,69.2307739,77.69231,33,37,36,36,37,3904.46118,3904.46118,3904.46118,3904.46118,36.60986,30.2807846,1.375291,3.53289366,100.114388,38.6031075,6.125881,9.743,50,1252.96851,3505.50024,2505.937,1136,63,25,0,7,35,2048,761.898438,1286.10156,37.2020721,61.552002,276.3672,1344.72656,33,0.0102996826,30,0.0422515869,100,479.0327,48.1965942,25,1.56560528,0.007537842
12/16/2021 07:12:45,30.19608,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,28.5,117,26.5,110,109,109,2160,1925.82031,78.125,62.5,59.375,62.5,65.625,34,35,35,35,35,3904.46118,3904.46118,3904.46118,3904.46118,32.85201,26.4226532,1.46907842,3.53356576,100.114388,38.52582,6.113617,9.755264,51,1252.96851,3505.50024,2505.937,1136,58,25,0,7,35,2048,761.898438,1286.10156,37.2020721,65.94601,279.296875,1791.99219,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:45,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,28.5,118,26.5,110,109,108,2160,1939.65515,70.7692261,55.384613,64.61538,61.53846,63.0769272,36,38,37,38,38,3904.45972,3904.45972,3904.45972,3904.45972,32.4712944,26.0236187,1.46976066,3.5584538,100.114349,38.52505,6.113495,9.755386,51,1252.96851,3505.50024,2505.937,1137,54,21,0,7,35,2048,761.898438,1286.10156,37.2020721,62.3830032,84.96094,899.414063,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:46,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,0.992000043,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,38,28.5,117,26.5,110,109,109,2153.11,1925.82031,71.875,67.1875,60.9375,68.75,67.1875,33,33,37,32,37,3904.46265,3904.46265,3904.46265,3904.46265,33.7358856,27.3076229,1.46317828,3.57936573,100.114426,38.5654373,6.11990356,9.748978,51,1252.96851,3505.50024,2505.937,1137,59,23,0,7,35,2048,769.773438,1278.22656,37.5865936,59.8460045,286.1328,1790.03906,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:47,29.8039227,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,38,28.5,117,26.5,110,109,109,2156.54956,1917.61365,73.8461456,64.61538,60.0000038,66.15385,66.15385,33,38,30,34,38,4004.574,4004.574,3904.45947,3904.45947,32.63959,26.23534,1.44935071,3.50404954,100.114349,38.5856552,6.12311172,9.7457695,53,1252.96851,3505.50024,2505.937,1135,79,32,0,6,35,2048,811.898438,1236.10156,39.64348,75.1170044,285.15625,1770.50781,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:48,27.8431377,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,36,28.5,117,26.5,110,109,109,2153.11,1936.87231,57.8125,43.75,50,46.875,49.609375,33,33,30,33,33,3904.46362,3904.46362,3904.46362,3904.46362,28.6625862,22.3551788,1.45355678,3.2475512,100.114449,38.5439224,6.11648941,9.752392,54,1252.96851,3505.50024,2505.937,1135,73,29,0,7,35,2048,813.023438,1234.97656,39.69841,77.64001,266.601563,1790.03906,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:49,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,28.5,117,26.5,110,109,109,2160,1917.61365,64.61538,56.92308,50.7692337,67.69231,60.0000038,35,35,31,37,37,3904.45947,4004.574,3904.45947,3904.45947,30.303463,24.14884,1.31257057,3.11220932,100.114349,38.9018631,6.17329025,9.695591,50,1252.96851,3505.50024,2505.937,1140,9,3,0,4,35,2048,732.152344,1315.84766,35.7496262,36.053,72.265625,954.101563,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:50,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,28.5,117,26.5,110,109,109,2153.11,1939.65515,76.1904755,57.1428528,60.3174553,79.36508,68.25397,33,34,33,42,42,3904.4624,3904.4624,3904.4624,3904.4624,30.1899929,24.5083866,1.038044,2.60495734,100.114418,38.8424149,6.16385651,9.705025,48,1252.96851,3505.50024,2505.937,1147,5,2,0,3,35,2048,803.527344,1244.47266,39.2347336,34.821003,0,889.648438,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:51,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,40,28.5,117,26.5,110,109,109,2160,1928.57141,76.5625,64.0625,65.625,76.5625,70.703125,39,41,40,40,41,3904.46216,3904.46216,3904.46216,3904.46216,31.9642811,26.3323364,1.045872,2.54042125,100.11441,39.12956,6.209423,9.659458,48,1252.96851,3505.50024,2505.937,1147,5,2,0,3,35,2048,757.402344,1290.59766,36.9825363,34.807003,4.8828125,890.625,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:52,30.19608,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,42,28.5,117,26.5,110,109,109,2163.46143,1914.89368,100,98.4375,100,96.875,98.828125,39,42,40,43,43,3904.46021,3904.46021,3904.46021,3904.46021,41.09848,35.36183,1.02425027,2.99437618,100.114365,40.27513,6.39121246,9.477669,47,1252.96851,3505.50024,2505.937,1147,7,2,0,4,35,2048,839.402344,1208.59766,40.9864426,34.616,4.8828125,891.601563,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:53,33.3333321,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,39,28.5,117,26.5,110,109,109,2163.46143,1931.33044,92.1875,85.9375,82.8125,90.625,87.890625,36,38,38,41,41,3904.46167,3904.46167,3904.46167,3904.46167,36.2484055,30.4277973,1.024119,3.11337852,100.1144,41.543396,6.592472,9.276409,47,1252.96851,3505.50024,2505.937,1144,10,3,0,4,35,2048,917.027344,1130.97266,44.7767258,34.262,4.8828125,890.625,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:54,29.8039227,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,42,28.5,117,26.5,110,109,109,2163.46143,1917.61365,87.69231,90.76923,90.76923,95.38461,91.15385,41,42,40,41,42,3904.461,3904.461,3904.461,3904.461,39.3242073,33.5010262,1.03043735,3.060362,100.11438,42.3830223,6.725712,9.143169,47,1252.96851,3505.50024,2505.937,1143,14,3,0,4,35,2048,1118.27734,929.722656,54.6033859,34.807003,5.859375,1006.83594,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:55,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,39,28.5,117,26.5,110,109,109,2146.264,1904.09021,100,89.0625,92.1875,90.625,92.96875,36,36,35,39,39,3904.46143,3904.46143,3904.46143,3904.46143,36.8004074,30.9085789,1.02518916,3.26555037,100.114395,43.04736,6.831135,9.037746,47,1252.96851,3505.50024,2505.937,1141,11,3,0,4,35,2048,1420.90234,627.097656,69.38,34.6330032,932.6172,445.3125,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:56,29.4117661,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,39,28.5,117,26.5,110,109,109,2163.46143,1928.57141,90.625,76.5625,76.5625,84.375,82.03125,38,41,38,42,42,3904.46069,3904.46069,3904.46069,3904.46069,35.0838356,29.2569084,1.023936,3.19438934,100.114372,44.39962,7.045723,8.823158,47,1252.96851,3505.50024,2505.937,1141,9,3,0,4,35,2048,1679.77734,368.222656,82.02038,34.7110023,4.8828125,1001.95313,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
12/16/2021 07:12:57,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,40,28.5,117,26.5,110,109,109,2163.46143,1939.65515,100,87.5,93.75,92.1875,93.359375,38,40,41,42,42,3904.4624,3904.4624,3904.4624,3904.4624,36.9823,31.1522179,1.02375519,3.184711,100.114418,44.6568336,7.08654,8.782341,47,1252.96851,3505.50024,2505.937,1140,9,2,0,4,35,2048,1874.15234,173.847656,91.5113449,34.807003,818.3594,890.625,33,0.0102996826,30,0.0422515869,100,479.078857,48.1967,25,1.56555367,0.007537842
