,/lpc/nct6793d/control/0,/lpc/nct6793d/control/1,/lpc/nct6793d/control/2,/lpc/nct6793d/control/3,/lpc/nct6793d/control/4,/lpc/nct6793d/control/5,/lpc/nct6793d/voltage/0,/lpc/nct6793d/voltage/1,/lpc/nct6793d/voltage/2,/lpc/nct6793d/voltage/3,/lpc/nct6793d/voltage/4,/lpc/nct6793d/voltage/5,/lpc/nct6793d/voltage/6,/lpc/nct6793d/voltage/7,/lpc/nct6793d/voltage/8,/lpc/nct6793d/voltage/9,/lpc/nct6793d/voltage/10,/lpc/nct6793d/voltage/11,/lpc/nct6793d/voltage/12,/lpc/nct6793d/voltage/13,/lpc/nct6793d/voltage/14,/lpc/nct6793d/temperature/0,/lpc/nct6793d/temperature/1,/lpc/nct6793d/temperature/2,/lpc/nct6793d/temperature/3,/lpc/nct6793d/temperature/4,/lpc/nct6793d/temperature/5,/lpc/nct6793d/temperature/6,/lpc/nct6793d/fan/0,/lpc/nct6793d/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/fan/0,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/control/0,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/level/0,/hdd/0/data/0,/hdd/0/load/0,/hdd/0/temperature/0,/hdd/0/factor/0,/hdd/1/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VBAT","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #1","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Fan","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Remaining Life","Total Bytes Written","Used Space","Temperature","Write Amplification","Used Space"
12/17/2021 09:58:52,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,0.992000043,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,27,26.5,120,25.5,113,112,112,2153.11,1925.82031,73.4375,60.9375,76.5625,70.3125,70.3125,28,28,28,27,28,3291.75342,3291.75342,3291.75342,3291.75342,30.82979,26.524004,0,2.03037643,99.7501,40.16371,6.40177155,9.537422,45,1252.96851,3505.50024,2505.937,994,97,58,0,5,30,2048,2033.98438,14.015625,99.31564,57.052002,0.9765625,115.234375,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:58:53,29.8039227,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,27,26.5,120,25.5,113,112,112,2146.264,1912.18127,88.88889,82.53968,87.30159,80.9523849,84.92063,27,26,24,23,27,3291.75366,3291.75366,3291.75366,3291.75366,32.6223068,28.2780762,0,2.18937349,99.7501144,40.43439,6.444916,9.494278,48,1252.96851,3505.50024,2505.937,994,99,67,0,9,30,2048,2025.67188,22.328125,98.90976,91.55701,1924.80469,251.953125,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:58:54,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,26,26.5,120,25.5,113,112,112,2142.85718,1917.61365,64.61538,60.0000038,69.2307739,70.7692261,66.15385,25,26,26,26,26,3291.754,3291.754,3291.754,3291.754,29.1252556,24.7918854,0,2.194858,99.75012,40.4115334,6.44127274,9.497921,49,1252.96851,3505.50024,2505.937,994,99,67,0,9,30,2048,2014.36719,33.6328125,98.35777,91.968,1867.1875,237.304688,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:58:55,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,26,26.5,120,25.5,113,112,112,2156.54956,1936.87231,84.61539,87.69231,84.61539,84.61539,85.38461,26,27,26,26,27,3291.754,3291.754,3291.754,3291.754,31.9548874,27.6035843,0,2.347904,99.7501144,38.8820343,6.197483,9.741711,49,1252.96851,3505.50024,2505.937,994,99,67,0,9,31,2048,2006.99219,41.0078125,97.9976654,91.77801,1889.64844,240.234375,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:58:56,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,1.008,3.40800023,3.18400025,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,26,26.5,120,25.5,113,112,112,2153.11,1925.82031,75.38461,83.07693,86.15385,87.69231,83.07693,25,27,25,26,27,3291.75244,3291.75244,3291.75244,3291.75244,31.7089481,27.3297749,0,2.33805227,99.75008,38.932415,6.205513,9.733681,50,1252.96851,3505.50024,2505.937,996,99,67,0,10,31,2048,2006.99219,41.0078125,97.9976654,91.77801,2048.82813,243.164063,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:58:57,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,26,26.5,120,25.5,113,112,112,2142.85718,1901.40845,82.8125,76.5625,73.4375,85.9375,79.6875,25,26,26,26,26,3291.75342,3291.75342,3291.75342,3291.75342,31.6851463,27.3597984,0,2.331782,99.75011,38.9569244,6.20941925,9.729774,50,1252.96851,3505.50024,2505.937,1001,99,67,0,10,32,2048,2015.49219,32.5078125,98.4127045,92.0320053,1853.51563,202.148438,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:58:58,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,27,26.5,120,25.5,113,112,112,2149.68164,1928.57141,89.0625,93.75,85.9375,100,92.1875,24,28,24,27,28,3291.75317,3291.75317,3291.75317,3291.75317,32.72479,28.3864613,0,2.27491975,99.7501,38.9285622,6.204899,9.734295,50,1252.96851,3505.50024,2505.937,1009,89,60,0,8,32,2048,2015.49219,32.5078125,98.4127045,87.638,1558.59375,219.726563,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:58:59,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,26,26.5,120,25.5,113,112,112,2149.68164,1925.82031,70.3125,85.9375,78.125,85.9375,80.078125,25,27,24,26,27,3291.75366,3291.75366,3291.75366,3291.75366,31.5456,27.1992683,0,2.27336979,99.7501144,38.8392677,6.190666,9.748528,50,1252.96851,3505.50024,2505.937,1017,87,60,0,8,32,2048,2015.49219,32.5078125,98.4127045,83.9900055,1372.07031,163.085938,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:00,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,25,26.5,120,25.5,113,112,112,2163.46143,1931.33044,65.625,60.9375,45.3125,45.3125,54.296875,26,22,21,20,26,3291.754,3491.254,3291.754,3291.754,25.43657,21.1723671,0,1.57282972,99.7501144,25.3471222,4.040127,11.8990669,44,1252.96851,3505.50024,2505.937,1035,2,1,0,1,32,2048,253.65625,1794.34375,12.3855591,33.705,1.953125,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:01,24.3137264,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,21,26.5,120,25.5,113,112,111,2153.11,1928.57141,26.5625,4.6875,6.25,7.8125,11.328125,16,18,17,16,21,798.0003,798.0003,798.0003,798.0003,8.187838,4.011119,0,1.09397471,99.75004,22.801384,3.63435745,12.3048363,42,1126.406,3505.50024,2252.812,1044,0,1,0,0,32,2048,253.65625,1794.34375,12.3855591,28.2200012,0.9765625,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:02,20.7843132,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,20,26.5,120,25.5,113,112,112,2166.934,1928.57141,3.125,4.6875,3.125,4.6875,3.90625,16,18,17,16,20,798.0009,798.0009,798.0009,798.0009,5.974647,1.848487,0,0.9701748,99.7501144,22.5016556,3.58658218,12.3526115,42,1126.406,3505.50024,2252.812,1048,0,1,0,0,32,2048,253.65625,1794.34375,12.3855591,28.2320023,0.9765625,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:03,20.7843132,100,49.80392,49.80392,49.80392,49.80392,0.384,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,20,26.5,120,25.5,113,112,112,2146.264,1923.0769,10.9375,7.8125,6.25,10.9375,8.984375,16,17,17,17,20,1296.75122,1296.75122,798.0008,798.0008,9.248722,2.63168836,0,0.9796329,99.7501,22.484787,3.58389282,12.3553009,40,135,405.000031,270,1052,0,10,0,0,32,2048,253.65625,1794.34375,12.3855591,13.942,0.9765625,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:04,21.9607849,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,20,26.5,120,25.5,113,112,111,2166.934,1942.446,7.8125,14.0625,6.25,4.6875,8.203125,16,18,17,16,20,798.0008,798.0008,798.0008,798.0008,13.6625776,1.87655151,0,0.949238837,99.7501,22.4881516,3.58443069,12.354763,40,135,405.000031,270,1056,0,10,0,0,32,2048,253.65625,1794.34375,12.3855591,13.942,1.953125,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:05,21.9607849,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.3920002,3.18400025,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,20,26.5,120,25.5,113,112,111,2160,1914.89368,3.125,3.125,0,7.8125,3.515625,16,16,17,16,20,798.000854,798.000854,798.000854,798.000854,13.1792564,1.39485967,0,0.9269747,99.75011,22.4588852,3.57976532,12.3594284,39,135,405.000031,270,1056,0,10,0,0,32,2048,250.65625,1797.34375,12.2390747,13.9410009,0.9765625,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:06,23.1372547,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,20,26,120,25.5,113,112,112,2166.934,1920.34143,1.53846145,4.615384,3.076923,0,2.30768919,16,17,17,16,20,798.000732,798.000732,798.000732,798.000732,13.2040958,1.410077,0,0.9308845,99.75009,22.419014,3.57341,12.3657837,39,135,405.000031,270,1055,0,10,0,0,32,2048,246.28125,1801.71875,12.0254517,13.942,0.9765625,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:07,24.3137264,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,20,26,120,25.5,113,112,112,2160,1917.61365,1.53846145,0,1.53846145,1.53846145,1.15385056,16,17,17,17,20,798.000732,798.000732,798.000732,798.000732,13.3230333,1.53119671,0,0.9340507,99.75009,22.4110947,3.57214737,12.3670464,39,135,405.000031,270,1052,0,10,0,0,32,2048,246.28125,1801.71875,12.0254517,13.845,0,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:08,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,20,26,120,25.5,113,112,112,2166.934,1934.09741,3.076923,3.076923,0,4.615384,2.692306,15,18,17,16,20,798.0009,798.0009,798.0009,798.0009,13.2144871,1.41594851,0,0.921140552,99.7501144,22.3972321,3.56993866,12.3692551,39,135,405.000031,270,1049,0,10,0,0,32,2048,246.28125,1801.71875,12.0254517,13.942,0,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:09,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,20,26,120,25.5,113,112,111,2153.11,1917.61365,4.615384,7.69230747,12.3076916,10.76923,8.846151,15,18,17,17,20,798.000854,798.000854,798.000854,798.000854,14.0627375,2.27076936,0,0.948058367,99.75011,22.3624115,3.56438828,12.3748055,38,135,405.000031,270,1047,0,10,0,0,32,2048,246.28125,1801.71875,12.0254517,13.942,0,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:10,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,20,26,120,25.5,113,112,112,2166.934,1920.34143,6.25,6.25,3.125,9.375,6.25,16,16,17,16,20,798.0008,798.0008,798.0008,798.0008,13.3537626,1.57467294,0,0.9402462,99.7501,22.35157,3.56266022,12.3765335,38,135,405.000031,270,1046,0,10,0,0,32,2048,246.28125,1801.71875,12.0254517,13.942,0,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:11,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,20,26,120,25.5,113,112,112,2153.11,1917.61365,1.53846145,4.615384,1.53846145,3.076923,2.692306,16,17,17,16,20,798.0008,798.0008,798.0008,798.0008,13.2622318,1.46328855,0,0.9287914,99.7501,22.3546371,3.5631485,12.3760452,38,135,405.000031,270,1044,0,10,0,0,32,2048,246.28125,1801.71875,12.0254517,13.9410009,0,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:12,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,19,26,120,25.5,113,112,112,2173.913,1923.0769,0,1.5625,1.5625,3.125,1.5625,16,16,16,16,20,798.000732,798.000732,798.000732,798.000732,13.17431,1.38717139,0,0.925819457,99.75009,22.3598785,3.563984,12.37521,38,135,405.000031,270,1044,0,10,0,0,32,2048,246.28125,1801.71875,12.0254517,13.8580008,0,0,100,497.8263,48.9361534,25,1.57623911,0.007537842
12/17/2021 09:59:13,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.18400025,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,20,25.5,119,25.5,113,112,111,2153.11,1920.34143,1.5625,3.125,3.125,4.6875,3.125,15,17,16,16,20,798.000732,798.000732,798.000732,798.000732,13.2758856,1.48898244,0,0.9300954,99.75009,22.35804,3.56369019,12.3755035,38,135,405.000031,270,1042,0,10,0,0,32,2048,246.28125,1801.71875,12.0254517,13.942,0,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:14,25.8823528,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,20,25.5,120,25.5,113,112,111,2153.11,1931.33044,1.53846145,6.25,3.125,4.615384,3.88221145,16,17,17,16,20,798.0009,798.0009,798.0009,798.0009,13.280014,1.49217367,0,0.925717354,99.7501144,22.35147,3.562645,12.3765488,38,135,405.000031,270,1041,0,10,0,0,32,2048,246.28125,1801.71875,12.0254517,13.942,0,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:15,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.18400025,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,20,25.5,120,25.5,113,112,111,2153.11,1931.33044,1.58730149,1.5625,1.5625,4.76190472,2.36855149,15,17,17,16,20,798.000854,798.000854,798.000854,798.000854,13.23696,1.43643916,0,0.9256891,99.75011,22.3516617,3.56267548,12.3765182,38,135,405.000031,270,1038,0,10,0,0,31,2048,246.28125,1801.71875,12.0254517,14.0380011,0,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:16,24.3137264,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.18400025,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,20,25.5,120,25.5,113,112,112,2170.418,1934.09741,4.615384,0,1.53846145,3.076923,2.30768919,15,17,17,15,20,798.0008,798.0008,798.0008,798.0008,13.27747,1.49118114,0,0.927745759,99.7501,22.3503265,3.56246185,12.3767319,37,135,405.000031,270,1037,0,10,0,0,31,2048,246.28125,1801.71875,12.0254517,13.942,0,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:17,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,20,25.5,120,25.5,113,112,111,2153.11,1928.57141,4.6875,4.6875,3.125,4.6875,4.296875,15,16,17,17,20,798.000854,798.000854,798.000854,798.000854,13.33065,1.53685343,0,0.9302682,99.75011,22.3452,3.56164551,12.3775482,37,135,405.000031,270,1036,0,10,0,0,31,2048,246.28125,1801.71875,12.0254517,13.845,0,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:18,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.18400025,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,20,25.5,120,25.5,113,112,111,2153.11,1917.61365,1.5625,1.5625,1.5625,3.125,1.953125,15,17,17,16,20,798.0007,798.0007,798.0007,798.0007,13.2816992,1.49963,0,0.9234086,99.7500839,22.34983,3.56238174,12.376812,37,135,405.000031,270,1034,0,10,0,0,31,2048,246.28125,1801.71875,12.0254517,13.9410009,0,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:19,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.44,1,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,20,25.5,120,25.5,113,112,111,2166.934,1934.09741,3.125,1.5625,1.5625,3.125,2.34375,15,16,16,16,20,798.001038,798.001038,798.001038,798.001038,13.4378386,1.64988685,0,0.9422833,99.75013,22.453476,3.5789032,12.3602905,37,135,405.000031,270,1034,0,10,0,0,31,2048,257.53125,1790.46875,12.5747681,14.1320009,52.734375,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:20,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,22,25.5,120,25.5,113,112,112,2166.934,1931.33044,29.2307682,23.0769215,21.53846,24.6153831,24.6153831,16,18,19,17,21,798.000732,798.000732,798.000732,1695.75159,19.3382454,9.310816,0,1.1917969,99.75009,22.5109177,3.58805847,12.3511353,38,1126.406,3505.50024,2252.812,1031,2,2,0,0,31,2048,261.28125,1786.71875,12.7578735,28.1220016,0,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:21,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,21,25.5,120,25.5,113,112,111,2163.46143,1920.34143,25,17.1875,17.1875,14.0625,18.359375,17,18,18,17,20,2593.50317,2593.50317,3391.50415,3291.754,10.0669746,5.907826,0,1.17675126,99.75012,22.58355,3.599636,12.3395576,39,1126.406,3505.50024,2252.812,1025,3,3,0,0,31,2048,262.8789,1785.12109,12.8358841,28.2320023,0,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:22,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,25,25.5,120,25.5,113,112,112,2153.11,1917.61365,21.875,20.3125,42.1875,37.5,30.46875,19,20,21,29,29,3291.75439,3291.75439,3291.75439,3291.75439,18.7360611,14.5793953,0,1.27826107,99.75013,22.9734879,3.661789,12.2774048,39,1126.406,3505.50024,2252.812,1022,1,1,0,0,31,2048,262.0039,1785.99609,12.7931595,28.3210011,29.296875,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:23,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.3920002,3.18400025,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,27,25.5,120,25.5,113,112,112,2166.934,1939.65515,18.75,60.9375,35.9375,31.25,36.71875,26,21,21,21,25,3291.75342,3491.25366,3291.75342,3291.75342,27.0827122,17.2930336,0,1.29981625,99.75011,23.29242,3.7126236,12.22657,38,135,405.000031,270,1026,2,11,0,1,31,2048,262.0039,1785.99609,12.7931595,13.9410009,14.6484375,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:24,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.18400025,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,26,25.5,120,25.5,113,112,111,2153.11,1934.09741,54.6875,26.5625,28.125,17.1875,31.640625,19,20,27,19,27,3291.75317,3291.75317,3491.25342,3291.75317,27.9485226,16.137228,0,1.19422936,99.7501,23.4259872,3.73391342,12.20528,37,135,405.000031,270,1028,0,10,0,0,31,2048,262.0039,1785.99609,12.7931595,13.9410009,0,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:25,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,25,25.5,120,25.5,113,112,112,2170.418,1928.57141,53.125,21.875,65.625,21.875,40.625,20,20,24,19,24,3291.75317,3291.75317,3391.50342,3391.50342,29.8994827,18.0594025,0,1.31931853,99.7501,23.989006,3.82365417,12.11554,37,135,405.000031,270,1027,0,10,0,0,31,2048,262.0039,1785.99609,12.7931595,13.9410009,0,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:26,28.2352943,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,23,25.5,120,25.5,113,112,111,2153.11,1909.47668,6.153846,9.230768,24.6153831,18.4615364,14.615387,19,20,20,21,21,3291.75366,3291.75366,3391.50366,3291.75366,20.07825,8.207941,0,1.19087386,99.75011,23.9727783,3.82106781,12.1181259,37,135,405.000031,270,1026,0,10,0,0,31,2048,261.8789,1786.12109,12.787056,13.942,0,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:27,25.09804,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,26,25.5,120,25.5,113,112,111,2170.418,1931.33044,60.9375,57.8125,64.0625,71.875,63.671875,27,28,26,28,29,3291.75366,3291.75366,3291.75366,3291.75366,30.4205379,24.34109,0,1.63825846,99.75011,24.7951889,3.95215225,11.9870415,38,1126.406,3505.50024,2252.812,1020,0,1,0,0,31,2048,465.714844,1582.28516,22.7399826,28.4980011,0,5.859375,100,497.828766,48.9361954,25,1.57623327,0.007537842
12/17/2021 09:59:28,29.8039227,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.15200001,1.008,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,25,25.5,120,25.5,113,112,112,2146.264,1928.57141,48.4375,43.75,65.625,62.5,55.078125,20,22,28,27,28,3291.753,3291.753,3291.753,3291.753,24.9053421,20.690012,0,1.53639674,99.75009,26.1700516,4.171295,11.7678986,39,1126.406,3505.50024,2252.812,1017,4,2,0,1,31,2048,603.339844,1444.66016,29.4599533,28.4980011,0,0,100,497.828766,48.9361954,25,1.57623327,0.007537842
