,/lpc/nct6793d/control/0,/lpc/nct6793d/control/1,/lpc/nct6793d/control/2,/lpc/nct6793d/control/3,/lpc/nct6793d/control/4,/lpc/nct6793d/control/5,/lpc/nct6793d/voltage/0,/lpc/nct6793d/voltage/1,/lpc/nct6793d/voltage/2,/lpc/nct6793d/voltage/3,/lpc/nct6793d/voltage/4,/lpc/nct6793d/voltage/5,/lpc/nct6793d/voltage/6,/lpc/nct6793d/voltage/7,/lpc/nct6793d/voltage/8,/lpc/nct6793d/voltage/9,/lpc/nct6793d/voltage/10,/lpc/nct6793d/voltage/11,/lpc/nct6793d/voltage/12,/lpc/nct6793d/voltage/13,/lpc/nct6793d/voltage/14,/lpc/nct6793d/temperature/0,/lpc/nct6793d/temperature/1,/lpc/nct6793d/temperature/2,/lpc/nct6793d/temperature/3,/lpc/nct6793d/temperature/4,/lpc/nct6793d/temperature/5,/lpc/nct6793d/temperature/6,/lpc/nct6793d/fan/0,/lpc/nct6793d/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/fan/0,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/control/0,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/level/0,/hdd/0/data/0,/hdd/0/load/0,/hdd/0/temperature/0,/hdd/0/factor/0,/hdd/1/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VBAT","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #1","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Fan","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Remaining Life","Total Bytes Written","Used Space","Temperature","Write Amplification","Used Space"
12/17/2021 10:04:54,29.8039227,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,27,25,119,26,112,111,111,2170.418,1942.446,37.5,32.8125,56.25,64.0625,47.65625,20,23,24,25,25,3291.75342,3391.50342,3391.50342,3491.25342,25.1274757,20.88359,0,1.47316074,99.7501,26.3464355,4.19940948,11.7397842,42,1126.406,3505.50024,2252.812,1092,0,1,0,0,33,2048,625.9922,1422.00781,30.5660248,28.788002,0,0,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:04:55,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,28,25,119,26,112,111,111,2156.54956,1920.34143,34.375,39.0625,29.6875,40.625,35.9375,19,21,21,28,28,3291.75342,3291.75342,3391.50366,3391.50366,27.0874,18.0515728,0,1.19400835,99.75011,26.54953,4.231781,11.7074127,41,135,405.000031,270,1097,0,10,0,0,33,2048,616.2422,1431.75781,30.08995,13.750001,0,0,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:04:56,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.128,0.136,0.120000005,0.128,28,25,119,26,112,111,111,2170.418,1934.09741,25,31.25,15.625,59.375,32.8125,27,22,21,20,27,3391.50366,3391.50366,3391.50366,3291.75342,30.15496,18.2925358,0,1.18271244,99.75011,26.8190155,4.2747345,11.6644592,41,135,405.000031,270,1098,2,11,0,1,33,2048,616.2422,1431.75781,30.08995,13.8460007,0,0,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:04:57,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,28,25.5,119,26,112,111,111,2156.54956,1909.47668,32.8125,42.1875,31.25,51.5625,39.453125,19,21,29,20,29,3291.753,3291.753,3291.753,3291.753,31.1195068,19.295763,0,1.25019991,99.75009,26.680275,4.2526207,11.686573,41,135,405.000031,270,1099,0,10,0,0,33,2048,616.2422,1431.75781,30.08995,13.8460007,0,0,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:04:58,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,28,25.5,119,26,112,111,111,2177.41943,1934.09741,17.1875,37.5,34.375,48.4375,34.375,19,24,22,20,25,3291.75366,3391.50366,3291.75366,3391.50366,29.85121,18.0007744,0,1.15333331,99.75011,26.6876221,4.253792,11.6854019,41,135,405.000031,270,1097,0,10,0,0,33,2048,616.2422,1431.75781,30.08995,13.762001,0,0,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:04:59,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,27,25.5,119,26,112,111,111,2170.418,1942.446,18.75,37.5,42.1875,46.875,36.328125,27,27,27,27,27,3291.753,3291.753,3291.753,3291.753,31.8636341,20.0229931,0,1.29102933,99.75009,27.1423264,4.32626724,11.6129265,40,135,405.000031,270,1096,4,11,0,2,33,2048,617.2422,1430.75781,30.1387787,13.8470011,0,0,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:00,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,29,25.5,119,26,112,111,111,2170.418,1931.33044,89.23077,90.76923,92.30769,89.23077,90.38461,28,31,29,29,31,3291.75342,3291.75342,3291.75342,3291.75342,42.31459,30.3394279,0,1.90581119,99.75011,28.6454468,4.565853,11.3733406,40,135,405.000031,270,1093,2,11,0,0,33,2048,635.2422,1412.75781,31.0176849,13.751,0.9765625,0,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:01,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,30,25.5,119,26,112,111,111,2153.11,1920.34143,100,100,100,100,100,30,31,29,29,31,3291.7522,3291.7522,3291.7522,3291.7522,45.4311066,33.4014168,0,2.016098,99.75007,28.8033524,4.59102249,11.3481712,41,683.437561,810.000061,1366.87512,1092,36,34,0,3,33,2048,622.6172,1425.38281,30.40123,17.4380016,188.476563,6.8359375,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:02,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,31,25.5,119,26,112,111,111,2163.46143,1923.0769,100,100,100,100,100,28,30,28,30,30,3291.75439,3291.75439,3291.75439,3291.75439,46.03128,34.0643921,0,2.035503,99.75013,29.10778,4.63954544,11.2996483,41,683.437561,810.000061,1366.87512,1089,38,34,0,3,33,2048,631.1172,1416.88281,30.8162689,17.4380016,6.8359375,38.0859375,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:03,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.544,1.008,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,28,25.5,119,26,112,111,111,2170.418,1942.446,100,86.15385,81.53846,84.61539,88.07693,26,28,22,23,28,3391.50342,3391.50342,3291.75342,3291.75342,41.0035324,28.8886318,0,2.22990561,99.7501,29.1238174,4.64210129,11.2970924,40,683.437561,810.000061,1366.87512,1088,39,36,0,3,33,2048,631.6172,1416.38281,30.840683,17.639,188.476563,19.53125,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:04,23.1372547,100,49.80392,49.80392,49.80392,49.80392,0.520000041,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,24,25.5,119,26,112,111,111,2170.418,1923.0769,43.75,45.3125,32.8125,50,42.96875,19,20,20,18,22,3291.75342,3291.75342,3391.50342,3291.75342,29.5181122,17.5707626,0,1.63199759,99.7501,29.1720886,4.64979553,11.2893982,41,683.437561,810.000061,1366.87512,1086,38,35,0,3,33,2048,623.1172,1424.88281,30.4256439,17.5430012,189.453125,20.5078125,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:05,20,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,22,25.5,119,26,112,111,111,2156.54956,1931.33044,32.8125,28.125,10.9375,28.125,25,20,24,21,20,24,3491.254,3291.75366,3291.75366,3291.75366,26.5863,14.6427,0,1.57057881,99.7501144,29.3726959,4.68177032,11.2574234,40,708.750061,810.000061,1417.50012,1085,40,36,0,3,33,2048,631.6172,1416.38281,30.840683,18.214,187.5,19.53125,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:06,20,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,24,25.5,119,26,112,111,111,2153.11,1920.34143,25,35.9375,21.875,29.6875,28.125,20,20,19,20,21,3291.753,3391.50317,3291.753,3291.753,26.4964066,14.5647707,0,1.57239461,99.75009,29.26603,4.664768,11.2744255,40,734.062561,810.000061,1468.12512,1084,38,35,0,3,33,2048,631.6172,1416.38281,30.840683,17.735,189.453125,19.53125,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:07,20,100,49.80392,49.80392,49.80392,49.80392,0.448,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,24,25.5,119,26,112,111,111,2170.418,1931.33044,39.0625,34.375,42.1875,34.375,37.5,24,25,25,24,25,3291.75342,3291.75342,3291.75342,3291.75342,30.3369236,18.5277,0,1.67694235,99.7501,29.635498,4.72365952,11.2155342,41,911.250061,3505.50024,1822.50012,1082,80,18,0,4,33,2048,737.730469,1310.26953,36.0219955,32.8630028,273.4375,32.2265625,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:08,21.9607849,100,49.80392,49.80392,49.80392,49.80392,0.480000019,1.008,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,22,25.5,119,26,112,111,111,2166.934,1928.57141,40.625,43.75,35.9375,32.8125,38.28125,19,27,20,21,27,3291.75415,3291.75415,3291.75415,3391.50415,20.97625,16.6911316,0,1.71001375,99.75012,29.6380081,4.72406,11.2151337,45,1252.96851,3505.50024,2505.937,1072,41,19,0,1,33,2048,729.480469,1318.51953,35.6191635,55.936,281.25,30.2734375,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:09,20.7843132,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,25,25.5,119,26,112,111,111,2170.418,1906.77966,51.5625,53.125,32.8125,35.9375,43.359375,21,21,20,20,22,3391.50342,3291.75317,3291.75317,3291.75317,23.3051529,19.00901,0,1.74217057,99.7501,29.7824936,4.74708939,11.1921043,46,1252.96851,3505.50024,2505.937,1068,50,23,0,1,33,2048,775.773438,1272.22656,37.8795624,63.458004,240.234375,29.296875,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:10,23.1372547,100,49.80392,49.80392,49.80392,49.80392,0.472000033,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,23,26,119,26,112,111,111,2149.68164,1917.61365,37.5,32.8125,20.3125,29.6875,30.078125,20,24,19,19,25,3491.25317,3291.753,3291.753,3291.753,19.43548,15.1664591,0,1.63010049,99.75009,29.8144684,4.752186,11.1870079,48,1252.96851,3505.50024,2505.937,1068,52,23,0,1,33,2048,767.273438,1280.72656,37.4645233,61.955,261.71875,28.3203125,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:11,23.92157,100,49.80392,49.80392,49.80392,49.80392,0.448,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,23,26,119,26,112,111,111,2163.46143,1939.65515,42.1875,40.625,25,29.6875,34.375,20,22,21,20,23,3291.75317,3391.50342,3291.75317,3391.50342,18.9174061,14.6641693,0,1.585209,99.7501,29.875618,4.76193237,11.1772614,48,1252.96851,3505.50024,2505.937,1068,50,19,0,1,33,2048,774.523438,1273.47656,37.8185272,65.165,232.421875,28.3203125,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:12,24.3137264,100,49.80392,49.80392,49.80392,49.80392,0.512,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,22,26,119,26,112,111,111,2163.46143,1917.61365,25,31.25,17.1875,20.3125,23.4375,20,29,21,21,29,3291.754,3291.754,3291.754,3291.754,18.4641953,14.2281,0,1.51817763,99.7501144,30.0075836,4.78296661,11.1562271,48,1252.96851,3505.50024,2505.937,1070,40,18,0,1,33,2048,779.148438,1268.85156,38.0443573,61.3820038,291.015625,28.3203125,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:13,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.480000019,1.008,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,22,26,119,26,112,111,111,2163.46143,1939.65515,43.75,32.8125,25,26.5625,32.03125,22,21,19,19,22,3391.50342,3291.75342,3291.75342,3391.50342,19.23772,14.9872637,0,1.5917275,99.7501,29.82447,4.75378036,11.1854134,49,1252.96851,3505.50024,2505.937,1070,50,22,0,1,33,2048,770.773438,1277.22656,37.63542,65.356,276.3672,31.25,100,497.873016,48.9363136,25,1.57619548,0.007537842
12/17/2021 10:05:14,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.520000041,1.008,3.40800023,3.40800023,0.992000043,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,23,26,119,26,112,112,111,2146.264,1914.89368,29.2307682,35.384613,23.0769215,33.8461533,30.384613,21,21,20,20,22,3291.75317,3391.50342,3291.75317,3291.75317,20.159832,15.8908548,0,1.64110923,99.7501,29.8582458,4.759163,11.1800308,50,1252.96851,3505.50024,2505.937,1068,66,28,0,1,33,2048,815.148438,1232.85156,39.80217,71.914,246.09375,28.3203125,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:15,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.512,1.008,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,22,26,119,26,112,111,111,2166.934,1917.61365,42.1875,34.375,29.6875,32.8125,34.765625,20,27,22,22,27,3291.75317,3391.50317,3291.75317,3291.75317,20.42262,16.15146,0,1.67066264,99.75009,30.3853149,4.843174,11.09602,51,1252.96851,3505.50024,2505.937,1070,67,28,0,1,33,2048,814.273438,1233.72656,39.7594452,77.50201,241.210938,28.3203125,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:16,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,25,26,119,26,112,111,111,2139.46118,1925.82031,35.9375,59.375,35.9375,51.5625,45.703125,27,28,27,26,29,3291.754,3291.754,3291.754,3291.754,24.5435925,20.26858,0,1.69621885,99.7501144,30.3045883,4.830307,11.1088867,46,1252.96851,3505.50024,2505.937,1077,7,2,0,1,33,2048,799.777344,1248.22266,39.05163,34.0790024,725.585938,0.9765625,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:17,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.15200001,1,3.3920002,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,28,26,119,26,112,111,111,2170.418,1934.09741,96.875,87.5,90.625,89.0625,91.015625,28,29,29,26,29,3291.75244,3291.75244,3291.75244,3291.75244,36.1778526,29.43873,0,1.707876,99.75008,30.511795,4.86333466,11.0758591,44,1126.406,3505.50024,2252.812,1084,3,2,0,0,33,2048,826.652344,1221.34766,40.363884,28.4890022,5.859375,0.9765625,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:18,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,29,26,119,26,112,111,111,2163.46143,1931.33044,100,100,100,100,100,28,29,28,28,29,3291.75366,3291.75366,3291.75366,3291.75366,35.42992,31.1130047,0,2.097416,99.7501144,31.6787567,5.04933929,10.8898544,44,1126.406,3505.50024,2252.812,1082,5,2,0,1,33,2048,988.152344,1059.84766,48.2496262,28.4890022,2.9296875,53.7109375,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:19,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.544,1.008,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,29,26,119,26,112,111,111,2170.418,1928.57141,100,100,100,100,100,29,28,29,28,29,3291.75342,3291.75342,3291.75342,3291.75342,35.8004379,31.3897724,0,2.27777839,99.7501,32.2722473,5.143936,10.7952576,43,1126.406,3505.50024,2252.812,1081,10,3,0,3,33,2048,1284.02734,763.972656,62.6966476,28.4890022,1.953125,0.9765625,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:20,30.19608,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,27,26,119,26,112,111,111,2156.54956,1909.47668,98.46154,84.61539,80,81.53846,86.15385,22,24,24,22,24,3291.75366,3291.75366,3391.50366,3291.75366,30.4863033,26.0316334,0,2.18256474,99.75011,32.9425125,5.25077057,10.6884232,43,1126.406,3505.50024,2252.812,1079,8,2,0,2,33,2048,1558.27734,489.722656,76.08776,28.405,1454.10156,0.9765625,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:21,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.42400026,1,0.15200001,1,3.3920002,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,25,26,119,26,112,111,111,2170.418,1945.245,76.5625,67.1875,53.125,64.0625,65.234375,23,25,25,25,29,3291.753,3291.753,3291.753,3291.753,26.928318,22.5769768,0,2.02076244,99.7500839,33.840538,5.39390945,10.5452843,43,1126.406,3505.50024,2252.812,1078,5,2,0,1,33,2048,1784.65234,263.347656,87.14123,28.405,1030.27344,0,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:22,24.3137264,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,26,26,119,26,112,111,111,2149.68164,1909.47668,82.8125,71.875,71.875,73.4375,75,24,26,26,23,26,3291.75342,3291.75342,3291.75342,3291.75342,27.8873386,23.4983177,0,2.052397,99.75011,34.633812,5.52035141,10.4188423,43,1126.406,3505.50024,2252.812,1076,8,2,0,3,33,2048,1969.52734,78.47266,96.16833,28.5030022,0.9765625,0,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:23,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,25,26,119,26,112,112,111,2170.418,1934.09741,65.625,64.0625,62.5,60.9375,63.28125,20,28,21,21,28,3291.754,3291.754,3291.754,3291.754,27.379488,23.01254,0,1.75290155,99.7501144,35.4586639,5.651825,10.2873688,43,135,405.000031,270,1075,1,5,0,0,33,2048,2029.90234,18.0976563,99.1163254,23.2130013,0,0,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:24,25.8823528,100,49.80392,49.80392,49.80392,49.80392,0.472000033,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.992000043,0.144000009,0.120000005,0.136,0.120000005,0.128,24,26,119,26,112,111,111,2170.418,1931.33044,48.4375,37.5,43.75,42.1875,42.96875,21,21,20,21,23,3291.75269,3291.75269,3291.75269,3291.75269,27.4284267,18.2608643,0,1.49706352,99.7500839,35.96724,5.73288727,10.2063065,44,1126.406,3505.50024,2252.812,1076,70,38,0,0,33,2048,2023.77734,24.2226563,98.81725,58.0020027,29.296875,5.859375,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:25,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.544,1.008,3.40800023,3.40800023,0.992000043,0.15200001,1,3.3920002,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,23,26,119,26,112,111,111,2156.54956,1931.33044,35.9375,31.25,25,31.25,30.859375,22,22,23,23,23,3291.754,3291.754,3291.754,3291.754,21.92349,17.6789417,0,1.66470158,99.7501144,36.7334442,5.855015,10.0841789,50,1252.96851,3505.50024,2505.937,1065,82,42,0,0,33,2048,2032.27734,15.7226563,99.23229,87.108,38.0859375,6.8359375,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:26,24.3137264,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,1,3.3920002,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,24,26,119,26,112,111,111,2149.68164,1925.82031,28.125,28.125,20.3125,26.5625,25.78125,20,21,20,20,22,3491.25366,3291.75342,3291.75342,3291.75342,19.88432,15.6552811,0,1.4854511,99.75011,36.02185,5.74159241,10.1976013,50,1252.96851,3505.50024,2505.937,1062,64,36,0,0,33,2048,2032.27734,15.7226563,99.23229,71.508,36.1328125,6.8359375,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:27,23.1372547,100,49.80392,49.80392,49.80392,49.80392,0.528,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,23,26,119,26,112,112,111,2163.46143,1928.57141,43.07692,23.0769215,16.9230766,16.9230766,24.9999943,20,21,20,20,22,3391.50317,3391.50317,3291.75317,3291.75317,19.72881,15.52205,0,1.45875132,99.7501,36.08058,5.75095367,10.18824,50,1252.96851,3505.50024,2505.937,1062,65,37,0,0,33,2048,2023.77734,24.2226563,98.81725,72.29,36.1328125,5.859375,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:28,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,25,26,119,26,112,111,111,2163.46143,1920.34143,41.26984,49.2063446,33.3333321,44.4444427,42.063488,24,26,25,27,27,3291.752,3291.752,3291.752,3291.752,23.9419975,19.7174244,0,1.56220007,99.75006,36.84095,5.87215042,10.0670433,48,1252.96851,3505.50024,2505.937,1070,20,9,0,2,33,2048,2027.58984,20.4101563,99.00341,63.3630028,37.109375,2.9296875,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:29,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.15200001,1,3.40800023,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,26,26,119,26,112,111,111,2170.418,1920.34143,57.8125,56.25,53.125,51.5625,54.6875,20,25,22,22,25,3291.75439,3291.75439,3391.50464,3291.75439,27.8679,20.7060184,0,1.55482841,99.75014,37.162056,5.923332,10.0158615,46,1240.3125,3505.50024,2480.625,1074,22,11,0,2,33,2048,2026.71484,21.2851563,98.9606857,36.257,4.8828125,1.953125,100,497.880554,48.9367523,25,1.57618821,0.007537842
12/17/2021 10:05:30,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.42400026,1,0.15200001,1,3.3920002,3.2,0.984,0.144000009,0.120000005,0.136,0.120000005,0.128,24,26,119,26,112,112,111,2153.11,1909.47668,53.8461571,55.384613,60.0000038,50.7692337,55,21,22,21,24,24,3291.75366,3291.75366,3291.75366,3291.75366,23.91784,19.7310143,0,1.39626873,99.7501144,37.2556572,5.9382515,10.0009422,45,1240.3125,3505.50024,2480.625,1075,5,4,0,0,33,2048,2026.58984,21.4101563,98.95458,33.705,5.859375,0.9765625,100,497.880554,48.9367523,25,1.57618821,0.007537842
