,Unnamed: 0,iteration,game_name,game_params,init_time,total_time,times,level,load
0,0,0,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-20 00:19:54.265520640,75.83339524269999,"[1.7464044094085693, 53.133620262145996, 60.59989833831787, 75.51452875137329]",14.9146304131,51.3872158527
1,1,1,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-20 00:21:31.575269376,60.7659418583,"[1.6807661056518555, 40.62768793106079, 47.41228222846985, 60.41283059120178]",13.0005483627,38.9469218254
2,2,2,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-20 00:22:53.813168640,64.1236567497,"[1.6789064407348633, 40.62189173698425, 48.07857131958008, 63.797632932662964]",15.7190616131,38.9429852962
3,3,3,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-20 00:24:19.413475584,62.6046290398,"[1.7052695751190186, 41.240660190582275, 48.014283657073975, 62.27558398246765]",14.2613003254,39.5353906155
4,4,4,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-20 00:25:43.487946240,60.1891930103,"[1.6940548419952393, 40.65230131149292, 48.10316205024719, 59.843087911605835]",11.7399258614,38.9582464695
5,5,5,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-20 00:27:05.136410368,65.7955994606,"[1.6780483722686768, 42.17090201377869, 48.9743549823761, 65.4704692363739]",16.496114254,40.4928536415
6,6,6,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-20 00:28:32.432442112,61.1329474449,"[1.6838512420654297, 41.49423408508301, 48.32754302024841, 60.80710005760193]",12.4795570374,39.810382843
7,7,7,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-20 00:29:55.038142208,60.1361944675,"[1.6950984001159668, 41.352277517318726, 48.1624813079834, 59.80031704902649]",11.637835741,39.6571791172
8,8,8,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-20 00:31:16.646926080,65.0593187809,"[1.6941275596618652, 42.080586194992065, 49.59986972808838, 64.73339939117432]",15.1335296631,40.3864586353
9,9,9,Fortnite,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'process_name': ['Fortnite'], 'window_names': []}",2022-03-20 00:32:43.180882688,60.4856476784,"[1.6963250637054443, 41.548585653305054, 48.37211513519287, 60.14655303955078]",11.7744379044,39.8522605896
10,10,0,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-20 00:34:05.128889088,98.8118064404,"[1.7111098766326904, 49.431434869766235, 98.70996165275574]",49.278526783,47.7203249931
11,11,1,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-20 00:36:05.634872576,93.1860873699,"[1.7199394702911377, 45.79638862609863, 93.08601069450378]",47.2896220684,44.0764491558
12,12,2,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-20 00:38:00.460152320,94.0042281151,"[1.6929523944854736, 45.22308135032654, 93.89985489845276]",48.6767735481,43.5301289558
13,13,3,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-20 00:39:56.121685504,93.7950270176,"[1.7002100944519043, 45.6774697303772, 93.68386507034302]",48.00639534,43.9772596359
14,14,4,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-20 00:41:51.546198784,93.6675343513,"[1.7054789066314697, 45.656142711639404, 93.5595932006836]",47.903450489,43.950663805
15,15,5,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-20 00:43:46.821867776,93.7818572521,"[1.6983959674835205, 45.74742794036865, 93.66961812973022]",47.9221901894,44.0490319729
16,16,6,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-20 00:45:42.254730496,93.6659502983,"[1.7081058025360107, 45.697439432144165, 93.5552716255188]",47.8578321934,43.9893336296
17,17,7,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-20 00:47:37.522907136,93.6005997658,"[1.6952061653137207, 45.54858160018921, 93.4856607913971]",47.9370791912,43.8533754349
18,18,8,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-20 00:49:32.759461376,93.900851965,"[1.698925256729126, 45.762786626815796, 93.78892278671265]",48.0261361599,44.0638613701
19,19,9,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-20 00:51:28.303264512,93.6086416245,"[1.6959593296051025, 45.53422260284424, 93.49327826499939]",47.9590556622,43.8382632732
20,20,0,CivVI,"{'move_time': 0.5, 'kill_mode': 'None', 'window_names': [""Sid Meier's Civilization VI (DX12)""]}",2022-03-20 00:53:23.540470528,110.7222795486,"[1.7109451293945312, 9.798168182373047, 56.65132117271423, 59.50602054595947, 66.69048547744751, 68.70798969268799, 98.99190521240234, 103.81346940994263, 106.65873527526855, 108.3682210445404, 110.38904690742493]",7.6668300629,56.8923172951
21,21,1,CivVI,"{'move_time': 0.5, 'kill_mode': 'None', 'window_names': [""Sid Meier's Civilization VI (DX12)""]}",2022-03-20 00:55:34.278251008,104.5314438343,"[1.703545093536377, 7.111169338226318, 53.962727069854736, 56.80824542045593, 63.94915533065796, 65.9525454044342, 92.81888008117676, 97.63645148277283, 100.48932456970215, 102.19474220275879, 104.19859409332275]",7.6704444885,56.8379859924
