,/lpc/nct6793d/control/0,/lpc/nct6793d/control/1,/lpc/nct6793d/control/2,/lpc/nct6793d/control/3,/lpc/nct6793d/control/4,/lpc/nct6793d/control/5,/lpc/nct6793d/voltage/0,/lpc/nct6793d/voltage/1,/lpc/nct6793d/voltage/2,/lpc/nct6793d/voltage/3,/lpc/nct6793d/voltage/4,/lpc/nct6793d/voltage/5,/lpc/nct6793d/voltage/6,/lpc/nct6793d/voltage/7,/lpc/nct6793d/voltage/8,/lpc/nct6793d/voltage/9,/lpc/nct6793d/voltage/10,/lpc/nct6793d/voltage/11,/lpc/nct6793d/voltage/12,/lpc/nct6793d/voltage/13,/lpc/nct6793d/voltage/14,/lpc/nct6793d/temperature/0,/lpc/nct6793d/temperature/1,/lpc/nct6793d/temperature/2,/lpc/nct6793d/temperature/3,/lpc/nct6793d/temperature/4,/lpc/nct6793d/temperature/5,/lpc/nct6793d/temperature/6,/lpc/nct6793d/fan/0,/lpc/nct6793d/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/temperature/1,/atigpu/0/temperature/2,/atigpu/0/temperature/4,/atigpu/0/temperature/5,/atigpu/0/temperature/9,/atigpu/0/power/0,/atigpu/0/fan/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/clock/2,/atigpu/0/voltage/0,/atigpu/0/voltage/1,/atigpu/0/voltage/2,/atigpu/0/load/0,/atigpu/0/load/1,/atigpu/0/control/0,/hdd/0/level/0,/hdd/0/data/0,/hdd/0/load/0,/hdd/0/temperature/0,/hdd/0/factor/0,/hdd/1/level/0,/hdd/1/data/0,/hdd/1/load/0,/hdd/1/temperature/0,/hdd/1/factor/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VBAT","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #1","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Memory","GPU VRM Core","GPU VRM Memory #1","GPU VRM Memory #2","GPU Hot Spot","GPU Total","GPU Fan","GPU Core","GPU Memory","GPU SOC","GPU Core","GPU Memory","GPU SOC","GPU Core","GPU Memory","GPU Fan","Remaining Life","Total Bytes Written","Used Space","Temperature","Write Amplification","Remaining Life","Total Bytes Written","Used Space","Temperature","Write Amplification"
03/20/2022 00:14:37,81.56863,100,49.80392,49.80392,49.80392,49.80392,0.536,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,28,27.5,117,28,110,109,108,1656.44177,2188.00659,27.9999962,42,64,76,52.4999962,24,24,23,25,25,3291.754,3291.754,3291.754,3291.754,32.1544838,22.9186058,0,1.32613933,99.7501144,37.4245758,5.96517563,9.974018,46,48,0,0,0,46,10,0,791,200,35,0.775000036,0.675,0.8,0,1,0,99,2041.29041,84.38521,26,1.5160687,100,1111.94727,69.10981,26,1.51994693
03/20/2022 00:14:38,81.56863,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,25,27.5,117,28,110,109,108,1656.44177,2188.00659,32.30769,27.6923065,38.4615364,30.76923,32.30769,25,24,22,21,25,3391.50366,3291.75342,3291.75342,3291.75342,23.7102051,14.7191734,0,1.34643185,99.75011,37.6057968,5.99406052,9.945133,45,48,0,0,0,45,10,0,790,200,34,0.775000036,0.675,0.8,0,1,0,99,2041.29041,84.38521,26,1.5160687,100,1111.94727,69.10981,26,1.51994693
03/20/2022 00:14:39,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.536,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,26,27.5,117,28,110,109,108,1644.33618,2163.46143,32.30769,30.76923,38.4615364,50.7692337,38.0769272,19,21,19,19,22,798.000244,798.000244,798.000244,798.000244,26.2497158,17.30292,0,1.29322565,99.75003,37.63554,5.998802,9.940392,45,46,0,0,0,45,10,0,790,200,35,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:40,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,26,27.5,117,28,110,109,108,1652.38684,2188.00659,18.4615364,32.30769,39.9999962,52.30769,35.7692375,20,28,21,30,30,3291.75513,3291.75513,3291.75513,3291.75513,27.5771141,18.872139,0,1.26405632,99.75015,38.244133,6.095806,9.843388,46,46,0,0,0,46,10,0,790,202,35,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:41,81.56863,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,27,27.5,117,28,110,109,108,1650.3667,2180.937,14.0625,43.75,40.625,68.75,41.796875,19,21,21,28,26,3391.504,3291.75366,3291.75366,3291.75366,28.2668934,19.2879124,0,1.27642643,99.7501144,38.3377075,6.11072159,9.828472,45,48,0,0,0,45,10,0,791,200,34,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:42,81.56863,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,27,27.5,117,28,110,109,108,1658.47668,2188.00659,17.1875,28.125,35.9375,68.75,37.5,19,22,24,28,28,3291.75269,3291.75269,3291.75269,3291.75269,27.6440315,18.8169212,0,1.19916,99.7500839,38.6178169,6.155369,9.783825,46,46,0,0,0,46,10,0,790,200,33,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:43,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,27,27.5,117,28,110,109,108,1646.34143,2170.418,27.6923065,44.6153831,49.2307663,53.8461571,43.84615,20,26,27,21,27,3291.754,3291.754,3291.754,3291.754,29.9046917,20.7048969,0,1.3238802,99.7501144,38.87438,6.19626236,9.742931,45,48,0,0,0,45,10,0,790,200,37,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:44,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,28,27.5,117,28,110,109,108,1656.44177,2188.00659,10.76923,53.8461571,18.4615364,69.2307739,38.07692,19,22,21,28,27,3291.753,3291.753,3491.25317,3391.503,28.1216755,18.6623631,0,1.14216757,99.75009,38.93545,6.20599747,9.733196,46,46,0,0,0,46,10,0,791,200,33,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:45,81.56863,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,26,27.5,117,27.5,110,109,108,1656.44177,2188.00659,25,28.125,51.5625,64.0625,42.1875,21,22,26,30,30,3291.753,3291.753,3291.753,3291.753,29.66321,20.4664936,0,1.25769818,99.75009,39.7904053,6.34227,9.596924,46,48,0,0,0,46,10,0,791,202,33,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:46,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.528,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,26,27.5,117,28,110,109,108,1656.44177,2188.00659,18.4615364,35.384613,33.8461533,66.15385,38.4615364,19,26,21,26,26,3291.75317,3291.75317,3291.75317,3291.75317,28.3955059,18.7361755,0,1.22099817,99.7501,39.1489334,6.24002457,9.699169,45,46,0,0,0,45,10,0,791,200,41,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:47,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.536,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,25,27.5,117,28,110,109,108,1642.33582,2173.913,30.76923,36.9230728,38.4615364,50.7692337,39.23077,24,22,21,20,24,3291.75366,3291.75366,3291.75366,3291.75366,28.4617825,18.9867878,0,1.21999407,99.7501144,39.38613,6.277832,9.661362,46,46,0,0,0,46,10,0,791,200,38,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:48,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,29,27.5,117,27.5,110,109,108,1660.5166,2188.00659,28.125,26.5625,39.0625,65.625,39.84375,20,23,22,26,26,3291.75342,3291.75342,3291.75342,3291.75342,28.6977024,19.2642555,0,1.31219864,99.7501,39.4895973,6.294323,9.644871,45,46,0,0,0,45,10,0,791,200,37,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:49,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,26,27.5,117,27.5,110,109,108,1662.56152,2188.00659,42.1875,42.1875,45.3125,60.9375,47.65625,20,23,21,21,25,3291.75342,3291.75342,3291.75342,3291.75342,28.5315552,21.2273026,0,1.54129863,99.7501,39.7371063,6.33377457,9.605419,46,46,0,0,0,46,13,0,789,200,176,0.775000036,0.675,0.8,11,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:50,81.56863,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,24,27.5,117,27.5,110,109,108,1650.3667,2180.937,27.6923065,32.30769,23.0769215,39.9999962,30.76923,23,24,21,24,24,3291.75317,3391.50317,3291.75317,3291.75317,25.1611385,15.9212332,0,1.27643979,99.75009,39.8995171,6.359661,9.579533,46,48,0,0,0,46,10,0,791,202,37,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:51,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,26,27.5,117,27.5,110,109,108,1666.66663,2188.00659,25,20.3125,20.3125,48.4375,28.515625,20,22,21,27,27,3291.75342,3291.75342,3291.75342,3491.25366,25.21236,15.7037687,0,1.29391885,99.75011,40.6715622,6.48271942,9.456474,46,46,0,0,0,46,10,0,791,200,38,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:52,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.4,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,25,27.5,117,27.5,110,109,108,1668.72681,2188.00659,15.625,21.875,28.125,32.8125,24.609375,18,20,20,20,22,3291.75244,3491.25269,3291.75244,3291.75244,23.3770218,13.7270479,0,1.31585264,99.75008,41.06346,6.545185,9.394009,46,46,0,0,0,46,10,0,791,200,46,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:53,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.536,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,26,27.5,117,27.5,110,109,108,1652.38684,2170.418,25,21.875,17.1875,42.1875,26.5625,20,22,25,21,25,3291.75366,3291.75366,3291.75366,3291.75366,25.5482159,16.2484169,0,1.31645525,99.75011,41.33764,6.58888626,9.350307,46,46,0,0,0,46,12,0,789,200,188,0.8,0.675,0.8,18,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:54,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.40800023,1,0.160000011,0.968000054,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,28,27.5,117,27.5,110,109,108,1650.3667,2188.00659,12.5,35.9375,18.75,35.9375,25.78125,27,23,21,23,27,3291.75342,3291.75342,3391.50366,3391.50366,25.17987,15.9417591,0,1.18849277,99.75011,41.1978455,6.56660461,9.372589,46,48,0,0,0,46,10,0,790,200,47,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:55,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.520000041,1.016,3.40800023,3.42400026,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,24,27.5,117,27.5,110,109,108,1658.47668,2188.00659,18.75,14.0625,4.6875,53.125,22.65625,19,22,20,21,23,3291.75342,3291.75342,3291.75342,3291.75342,25.3864956,15.8360233,0,1.24951172,99.7501,41.8744965,6.67445755,9.264736,46,48,0,0,0,46,12,0,791,356,73,0.775000036,0.675,0.8,1,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:56,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.536,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,26,27,117,27.5,110,109,108,1668.72681,2188.00659,23.0769215,29.2307682,30.76923,58.4615364,35.384613,20,22,25,21,25,3291.75317,3291.75317,3291.75317,3291.75317,28.2237568,18.4188023,0,1.26317322,99.7501,41.8088036,6.663986,9.27520752,46,48,0,0,0,46,10,0,791,200,42,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:57,81.56863,100,49.80392,49.80392,49.80392,49.80392,0.448,1.016,3.40800023,3.42400026,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,24,27.5,117,27.5,110,109,108,1660.5166,2188.00659,25,14.0625,26.5625,48.4375,28.515625,20,21,20,22,22,3291.75342,3291.75342,3291.75342,3291.75342,24.74529,15.1075411,0,1.1469841,99.75011,41.8655,6.673023,9.2661705,46,46,0,0,0,46,10,0,791,200,41,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:58,81.56863,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,26,27,117,27.5,110,109,108,1672.86243,2188.00659,24.6153831,30.76923,33.8461533,38.4615364,31.92308,30,28,28,28,29,3291.751,3291.751,3291.751,3291.751,27.0651035,18.4388523,0,1.43547428,99.75003,42.9100227,6.839512,9.099682,47,48,0,0,0,47,19,0,791,1072,235,0.8,0.85,0.8,16,3,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:14:59,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.42400026,1,0.160000011,0.968000054,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,27,27,117,27.5,110,109,108,1658.47668,2166.934,25.3968239,38.0952377,50.7936478,52.3809547,41.6666641,20,30,21,21,30,3291.75586,3291.75586,3291.75586,3291.75586,26.3979931,20.221487,0,1.50550354,99.75018,43.8310547,6.98631668,8.952877,46,48,0,0,0,46,10,0,790,200,45,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:15:00,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.42400026,1,0.160000011,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,28,27,117,27.5,110,109,108,1656.44177,2170.418,18.75,35.9375,32.8125,37.5,31.25,30,23,21,21,27,3291.75317,3291.75317,3291.75317,3291.75317,29.1353664,19.5013752,0,1.26584613,99.75009,45.0831947,7.185898,8.753296,45,46,0,0,0,45,10,0,790,200,42,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:15:01,81.9607849,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,28,27,117,27.5,110,109,108,1668.72681,2188.00659,81.25,75,84.375,76.5625,79.296875,27,28,27,27,28,3291.75244,3291.75244,3291.75244,3291.75244,34.17163,28.23632,0,1.98239708,99.75007,46.0804062,7.344845,8.594349,47,48,0,0,0,47,15,0,788,202,314,0.8,0.675,0.8,23,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:15:02,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.40800023,1,0.160000011,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,26,27,117,27.5,110,109,108,1658.47668,2173.913,48.4375,43.75,34.375,56.25,45.703125,26,27,26,29,29,3291.75439,3291.75439,3291.75439,3291.75439,27.8987885,19.4342461,0,1.31701458,99.75013,45.28289,7.21772766,8.721466,47,48,0,0,0,47,20,0,788,1000,424,0.8,0.85,0.8,22,0,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:15:03,81.56863,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,28,27.5,117,27.5,110,109,108,1644.33618,2170.418,89.23077,95.38461,95.38461,100,95,27,28,27,27,28,3291.75171,3291.75171,3291.75171,3291.75171,36.59624,31.023325,0,2.32977939,99.75005,46.7842674,7.457035,8.482159,46,48,0,0,0,46,10,0,790,202,35,0.775000036,0.675,0.8,0,1,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:15:04,81.56863,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.40800023,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,29,27.5,117,27.5,110,109,108,1664.61157,2188.00659,100,100,100,100,100,29,30,28,27,29,3291.75366,3291.75366,3291.75366,3291.75366,37.4530525,32.41915,0,2.66049314,99.75011,48.2267723,7.68695831,8.252235,49,50,0,0,0,49,27,0,789,1750,543,0.775000036,0.85,0.8,17,3,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:15:05,81.56863,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.3920002,1,0.160000011,0.9760001,3.3920002,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,29,27.5,117,27.5,110,109,108,1662.56152,2188.00659,100,100,100,100,100,28,29,28,28,29,3291.75317,3291.75317,3291.75317,3291.75317,36.64732,31.7596054,0,2.845912,99.75009,49.10477,7.8269043,8.112289,50,50,0,0,0,50,30,0,789,1750,530,0.8,0.85,0.8,19,7,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:15:06,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.3920002,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,28,27.5,117,27.5,110,109,108,1662.56152,2180.937,100,100,98.4375,100,99.609375,27,28,26,26,28,3291.75317,3291.75317,3291.75317,3291.75317,35.5549126,30.7739468,0,3.25345063,99.7501,49.64062,7.91231537,8.026878,50,52,0,0,0,50,45,0,783,1750,904,0.8,0.85,0.8,68,18,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:15:07,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.3920002,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,28,27.5,117,27.5,110,109,108,1658.47668,2188.00659,100,89.0625,92.1875,90.625,92.96875,27,28,25,26,27,3291.75439,3291.75439,3291.75439,3291.75439,34.419117,29.4706554,0,2.987069,99.75014,50.50855,8.050655,7.88853836,51,52,0,0,0,51,42,0,784,1750,879,0.8,0.85,0.8,65,16,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:15:08,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.40800023,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,28,27.5,117,27.5,110,109,109,1654.41174,2180.937,100,80,83.07693,92.30769,88.84615,28,27,28,25,27,3291.75342,3291.75342,3291.75342,3291.75342,33.1911125,28.4581661,0,2.98493433,99.75011,50.5668259,8.059944,7.87924957,49,52,0,0,0,49,23,0,790,1610,228,0.8,0.85,0.8,16,3,0,99,2041.30627,84.38594,26,1.51606739,100,1111.94739,69.10981,26,1.519947
03/20/2022 00:15:09,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,27,27.5,117,27.5,110,109,108,1652.38684,2163.46143,71.21213,87.8787842,69.69697,77.27273,76.51515,26,26,23,23,27,3291.752,3291.752,3291.752,3291.752,31.3098869,25.7578678,0,2.44787979,99.75006,50.887043,8.110985,7.828209,50,52,0,0,0,50,24,0,790,1598,255,0.775000036,0.85,0.8,19,2,0,99,2041.31421,84.3854752,26,1.51606572,100,1111.94763,69.10981,26,1.51994646
03/20/2022 00:15:10,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.40800023,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,27,27.5,117,27.5,110,109,108,1658.47668,2180.937,75,71.875,78.125,79.6875,76.171875,28,27,26,25,28,3291.75415,3291.75415,3291.75415,3291.75415,31.02513,25.3176556,0,2.23671436,99.75012,51.9709854,8.283756,7.65543747,50,52,0,0,0,50,28,0,788,1750,351,0.8,0.85,0.8,28,4,0,99,2041.31421,84.3854752,26,1.51606572,100,1111.94763,69.10981,26,1.51994646
03/20/2022 00:15:11,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.544,1.008,3.40800023,3.40800023,1,0.160000011,0.9760001,3.3920002,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,26,27.5,117,27.5,110,109,108,1656.44177,2195.122,49.2307663,63.0769272,58.4615364,64.61538,58.8461533,24,25,24,26,26,3291.75415,3291.75415,3291.75415,3291.75415,27.11792,22.26451,0,1.82032216,99.75013,51.147747,8.152538,7.78665543,51,52,0,0,0,51,30,0,789,1750,304,0.775000036,0.85,0.8,21,2,0,99,2041.31421,84.3854752,26,1.51606572,100,1111.94763,69.10981,26,1.51994646
03/20/2022 00:15:12,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.544,1.008,3.40800023,3.40800023,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,27,27.5,117,27.5,110,109,108,1652.38684,2170.418,68.75,81.25,84.375,82.8125,79.296875,23,24,22,26,26,3291.75244,3291.75244,3291.75244,3291.75244,30.5538559,25.5697632,0,1.82449877,99.75008,51.171608,8.156342,7.782852,51,52,0,0,0,51,31,0,788,1750,315,0.775000036,0.85,0.8,22,4,0,99,2041.31421,84.3854752,26,1.51606572,100,1111.94763,69.10981,26,1.51994646
03/20/2022 00:15:13,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.40800023,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,25,27.5,117,27.5,110,109,108,1658.47668,2184.466,60.9375,54.6875,56.25,73.4375,61.328125,25,26,23,23,26,3291.75342,3291.75342,3291.75342,3291.75342,27.3683338,22.1564274,0,1.90754342,99.7501,51.9521751,8.280758,7.658436,51,52,0,0,0,51,30,0,789,1740,287,0.8,0.85,0.8,20,3,0,99,2041.31421,84.3854752,26,1.51606572,100,1111.94763,69.10981,26,1.51994646
03/20/2022 00:15:14,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,1,0.160000011,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,26,27.5,117,27.5,110,109,108,1648.35168,2188.00659,51.5625,59.375,54.6875,71.875,59.375,25,26,23,24,26,3291.75342,3291.75342,3291.75342,3291.75342,28.3334217,23.04322,0,1.84507394,99.75011,51.30532,8.177654,7.76153946,51,52,0,0,0,51,37,0,787,1750,456,0.8,0.85,0.8,33,6,0,99,2041.31421,84.3854752,26,1.51606572,100,1111.94763,69.10981,26,1.51994646
