,/lpc/nct6793d/control/0,/lpc/nct6793d/control/1,/lpc/nct6793d/control/2,/lpc/nct6793d/control/3,/lpc/nct6793d/control/4,/lpc/nct6793d/control/5,/lpc/nct6793d/voltage/0,/lpc/nct6793d/voltage/1,/lpc/nct6793d/voltage/2,/lpc/nct6793d/voltage/3,/lpc/nct6793d/voltage/4,/lpc/nct6793d/voltage/5,/lpc/nct6793d/voltage/6,/lpc/nct6793d/voltage/7,/lpc/nct6793d/voltage/8,/lpc/nct6793d/voltage/9,/lpc/nct6793d/voltage/10,/lpc/nct6793d/voltage/11,/lpc/nct6793d/voltage/12,/lpc/nct6793d/voltage/13,/lpc/nct6793d/voltage/14,/lpc/nct6793d/temperature/0,/lpc/nct6793d/temperature/1,/lpc/nct6793d/temperature/2,/lpc/nct6793d/temperature/3,/lpc/nct6793d/temperature/4,/lpc/nct6793d/temperature/5,/lpc/nct6793d/temperature/6,/lpc/nct6793d/fan/0,/lpc/nct6793d/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/temperature/1,/atigpu/0/temperature/2,/atigpu/0/temperature/4,/atigpu/0/temperature/5,/atigpu/0/temperature/9,/atigpu/0/power/0,/atigpu/0/fan/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/clock/2,/atigpu/0/voltage/0,/atigpu/0/voltage/1,/atigpu/0/voltage/2,/atigpu/0/load/0,/atigpu/0/load/1,/atigpu/0/control/0,/hdd/0/level/0,/hdd/0/data/0,/hdd/0/load/0,/hdd/0/temperature/0,/hdd/0/factor/0,/hdd/1/level/0,/hdd/1/data/0,/hdd/1/load/0,/hdd/1/temperature/0,/hdd/1/factor/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VBAT","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #1","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Memory","GPU VRM Core","GPU VRM Memory #1","GPU VRM Memory #2","GPU Hot Spot","GPU Total","GPU Fan","GPU Core","GPU Memory","GPU SOC","GPU Core","GPU Memory","GPU SOC","GPU Core","GPU Memory","GPU Fan","Remaining Life","Total Bytes Written","Used Space","Temperature","Write Amplification","Remaining Life","Total Bytes Written","Used Space","Temperature","Write Amplification"
03/20/2022 00:00:21,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,20,24.5,117,26.5,110,109,109,1666.66663,2180.937,0,0,0,3.125,0.78125,16,18,16,17,20,798.000732,798.000732,798.000732,798.000732,11.8427534,1.79558361,0,0.9296872,99.75009,36.87771,5.87801,10.0611839,46,46,0,0,0,46,11,0,792,200,33,0.775000036,0.675,0.8,0,1,0,99,2041.09827,84.3842239,26,1.51609206,100,1111.94263,69.10983,26,1.519951
03/20/2022 00:00:22,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,20,24.5,117,26.5,110,109,109,1658.47668,2188.00659,1.5625,1.5625,3.125,4.6875,2.734375,15,17,16,16,20,798.000854,798.000854,798.000854,798.000854,11.8081322,1.80826092,0,0.9361806,99.75011,36.8766823,5.877846,10.061348,46,46,0,0,0,46,11,0,791,200,35,0.775000036,0.675,0.8,0,1,0,99,2041.09827,84.3842239,26,1.51609206,100,1111.94263,69.10983,26,1.519951
03/20/2022 00:00:23,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,20,24.5,117,26.5,110,109,109,1648.35168,2188.00659,1.5625,3.125,0,6.25,2.734375,16,18,17,17,20,798.0008,798.0008,798.0008,798.0008,11.7116385,1.78986728,0,0.9338087,99.7501,36.8776627,5.878002,10.0611916,46,46,0,0,0,46,10,0,791,200,34,0.775000036,0.675,0.8,0,1,0,99,2041.09827,84.3842239,26,1.51609206,100,1111.94263,69.10983,26,1.519951
03/20/2022 00:00:24,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,20,24.5,117,26.5,110,109,109,1648.35168,2188.00659,1.5625,0,1.5625,7.8125,2.734375,15,18,16,16,20,798.0008,798.0008,798.0008,798.0008,11.7842369,1.78268147,0,0.932353437,99.7501,36.8775673,5.877987,10.0612068,46,46,0,0,0,46,10,0,791,200,33,0.775000036,0.675,0.8,0,1,0,99,2041.09827,84.3842239,26,1.51609206,100,1111.94263,69.10983,26,1.519951
03/20/2022 00:00:25,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,20,24.5,117,26.5,110,109,109,1668.72681,2180.937,3.125,3.125,6.25,3.125,3.90625,15,17,16,16,20,798.0011,798.0011,798.0011,798.0011,10.69211,1.83690166,0,0.954261661,99.75014,36.8767738,5.877861,10.0613327,46,48,0,0,0,46,10,0,791,200,35,0.775000036,0.675,0.8,0,1,0,99,2041.09827,84.3842239,26,1.51609206,100,1111.94263,69.10983,26,1.519951
03/20/2022 00:00:26,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.3920002,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,20,24.5,117,26.5,110,109,109,1646.34143,2166.934,3.125,0,1.5625,4.6875,2.34375,15,18,16,16,20,798.000549,798.000549,798.000549,798.000549,11.7554007,1.74910045,0,0.931994,99.75007,36.8755074,5.877659,10.0615349,46,46,0,0,0,46,10,0,791,200,35,0.775000036,0.675,0.8,0,1,0,99,2041.09827,84.3842239,26,1.51609206,100,1111.94263,69.10983,26,1.519951
03/20/2022 00:00:27,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,20,24.5,117,26.5,110,109,109,1638.34949,2170.418,4.6875,9.375,17.1875,14.0625,11.328125,16,18,16,16,20,2493.754,2493.754,2493.754,2493.754,10.1702967,2.54853535,0,1.06019175,99.75015,36.8781433,5.87807846,10.0611153,47,46,0,0,0,47,11,0,791,314,58,0.8,0.675,0.8,1,1,0,99,2041.09827,84.3842239,26,1.51609206,100,1111.94263,69.10983,26,1.519951
03/20/2022 00:00:28,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,20,24.5,117,26.5,110,109,109,1658.47668,2180.937,9.375,4.6875,15.625,10.9375,10.15625,16,18,16,16,20,798.0003,798.0003,798.0003,798.0003,9.72742748,2.47910452,0,1.04709315,99.75004,36.8780479,5.878063,10.0611305,47,46,0,0,0,47,10,0,790,202,52,0.775000036,0.675,0.8,0,1,0,99,2041.09827,84.3842239,26,1.51609206,100,1111.94263,69.10983,26,1.519951
03/20/2022 00:00:29,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.424000025,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,23,24.5,117,26.5,110,109,109,1666.66663,2180.937,50,50,50,53.125,50.78125,20,21,20,20,23,3291.75537,3391.50562,3291.75537,3291.75537,24.3638153,18.5638561,0,1.79110837,99.75016,37.2420845,5.93608856,10.0031052,47,48,0,0,0,47,16,0,792,808,90,0.8,0.675,0.8,2,0,0,99,2041.09827,84.3842239,26,1.51609206,100,1111.94263,69.10983,26,1.519951
03/20/2022 00:00:30,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.496000022,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,20,24.5,117,26.5,110,109,109,1660.5166,2188.00659,15.625,25,23.4375,12.5,19.140625,16,18,17,17,20,798.000366,798.000366,798.000366,798.000366,12.864584,5.261221,0,1.1626668,99.7500458,37.2417526,5.936035,10.0031586,46,46,0,0,0,46,10,0,791,200,34,0.775000036,0.675,0.8,0,1,0,99,2041.09827,84.3842239,26,1.51609206,100,1111.94263,69.10983,26,1.519951
03/20/2022 00:00:31,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,20,24.5,117,26.5,110,109,109,1638.34949,2166.934,6.153846,12.3076916,6.153846,7.69230747,8.076924,16,18,16,16,20,1296.75183,1296.75183,1995.00281,1995.00281,11.2237358,2.043851,0,0.986042559,99.75014,37.2423058,5.936123,10.0030708,47,46,0,0,0,47,10,0,791,216,37,0.775000036,0.675,0.8,0,1,0,99,2041.09827,84.3842239,26,1.51609206,100,1111.94263,69.10983,26,1.519951
03/20/2022 00:00:32,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.344,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,20,24.5,117,26.5,110,109,109,1658.47668,2180.937,10.76923,4.615384,10.76923,12.3076916,9.615385,16,18,17,17,20,1795.50171,1795.50171,1795.50171,1795.50171,11.1661062,2.44334531,0,1.05563879,99.7501,37.23,5.934162,10.0050316,47,46,0,0,0,47,12,0,791,318,121,0.775000036,0.675,0.8,2,1,0,99,2041.09827,84.3842239,26,1.51609206,100,1111.94263,69.10983,26,1.519951
