,Time,Fan Control #1,Fan Control #2,Fan Control #3,Fan Control #4,Fan Control #5,Fan Control #6,CPU VCore,Voltage #2,AVCC,3VCC,Voltage #5,Voltage #6,Voltage #7,3VSB,VBAT,VTT,Voltage #11,Voltage #12,Voltage #13,Voltage #14,Voltage #15,CPU Core,Temperature #1,Temperature #2,Temperature #3,Temperature #4,Temperature #5,Temperature #6,Fan #1,Fan #2,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Total,CPU Core #1.1,CPU Core #2.1,CPU Core #3.1,CPU Core #4.1,CPU Package,CPU Core #1.2,CPU Core #2.2,CPU Core #3.2,CPU Core #4.2,CPU Package.1,CPU Cores,CPU Graphics,CPU DRAM,Bus Speed,Memory,Used Memory,Available Memory,GPU Core,GPU Memory,GPU VRM Core,GPU VRM Memory #1,GPU VRM Memory #2,GPU Hot Spot,GPU Total,GPU Fan,GPU Core.1,GPU Memory.1,GPU SOC,GPU Core.2,GPU Memory.2,GPU SOC.1,GPU Core.3,GPU Memory.3,GPU Fan.1,Remaining Life,Total Bytes Written,Used Space,Temperature,Write Amplification,Remaining Life.1,Total Bytes Written.1,Used Space.1,Temperature.1,Write Amplification.1
11816,2022-03-19 17:45:48,83.52941,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.40800023,3.42400026,1.0,0.15200001,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,29,25.5,117,27.5,110,109,109,1689.612,2188.00659,28.125,35.9375,34.375,39.0625,34.375,27,32,28,29,32,3904.45483,3904.45483,3904.45483,3904.45483,15.3222122,9.782761,0,1.5570116,100.114227,39.19436,6.247265,9.691929,44,48,0,0,0,44,16,0,789,844,105,0.8,0.675,0.8,3,2,0,99,2032.37292,84.26653,25,1.5132215,100,1111.63489,69.1098557,25,1.520074
11817,2022-03-19 17:45:49,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.42400026,3.40800023,1.0,0.15200001,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,30,25.5,117,27.5,110,109,109,1681.19556,2188.00659,36.9230728,36.9230728,33.8461533,44.6153831,38.07692,28,30,27,37,37,3904.45337,3904.45337,3904.45337,4004.56738,20.6010246,14.7808218,0,1.48481429,100.114189,39.3987465,6.27984238,9.659351,44,46,0,0,0,44,12,0,787,270,96,0.775000036,0.675,0.8,4,5,0,99,2032.37292,84.26653,25,1.5132215,100,1111.63489,69.1098557,25,1.520074
11818,2022-03-19 17:45:50,82.7451,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.42400026,3.42400026,1.0,0.15200001,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,36,25.5,118,27.5,111,109,109,1668.72681,2188.00659,43.75,56.25,51.5625,54.6875,51.5625,31,37,34,34,37,3904.45337,3904.45337,3904.45337,3904.45337,29.0578117,23.11337,0,1.99693882,100.114189,40.53917,6.46161652,9.477577,44,46,0,0,0,44,18,0,787,924,211,0.8,0.85,0.8,18,2,0,99,2032.37769,84.2668152,25,1.51322043,100,1111.63489,69.1098557,25,1.520074
11819,2022-03-19 17:45:51,83.92157,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1.0,0.15200001,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,38,25.5,118,27.5,111,110,109,1677.01868,2188.00659,81.25,76.5625,85.9375,73.4375,79.296875,36,38,39,40,40,3904.45459,3904.45459,3904.45459,3904.45459,37.1815033,29.45916,0,2.2002542,100.11422,41.69572,6.64596176,9.293232,44,46,0,0,0,44,11,0,787,202,93,0.775000036,0.675,0.8,1,1,0,99,2032.37769,84.2668152,25,1.51322043,100,1111.63489,69.1098557,25,1.520074
11820,2022-03-19 17:45:52,83.52941,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.40800023,1.0,0.15200001,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,40,26.0,118,27.5,111,110,109,1693.85193,2180.937,95.3125,92.1875,93.75,96.875,94.53125,36,39,41,39,41,3904.454,3904.454,3904.454,3904.454,36.7935829,32.1508026,0,2.195308,100.114204,42.99518,6.85308456,9.086109,44,46,0,0,0,44,18,0,786,538,522,0.8,0.85,0.8,33,4,0,99,2032.37769,84.2668152,25,1.51322043,100,1111.63489,69.1098557,25,1.520074
11821,2022-03-19 17:45:53,83.52941,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.40800023,1.0,0.15200001,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,38,26.0,118,27.5,110,109,109,1685.39331,2184.466,79.6875,78.125,84.375,82.8125,81.25,36,39,38,37,37,3904.45337,3904.45337,3904.45337,3904.45337,33.7501755,29.54004,0,1.76575685,100.114189,44.37141,7.072445,8.866749,45,46,0,0,0,45,21,0,786,874,537,0.8,0.85,0.8,29,4,0,99,2032.37769,84.2668152,25,1.51322043,100,1111.63489,69.1098557,25,1.520074
11822,2022-03-19 17:45:54,82.7451,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1.0,0.15200001,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,38,26.0,118,27.5,111,109,109,1693.85193,2188.00659,75.757576,59.09091,74.242424,75.757576,71.21213,37,32,35,36,37,3904.45313,3904.45313,3904.45313,3904.45313,31.9713516,27.67027,0,1.88663328,100.114182,46.0815773,7.34503174,8.594162,44,48,0,0,0,44,21,0,785,704,529,0.8,0.85,0.8,37,6,0,99,2032.37769,84.2668152,25,1.51322043,100,1111.63489,69.1098557,25,1.520074
11823,2022-03-19 17:45:55,82.35294,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.40800023,1.0,0.15200001,0.984,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,26.0,118,27.0,110,109,109,1679.10449,2180.937,68.75,59.375,84.375,78.125,72.65625,36,32,35,38,38,3904.45459,3904.45459,3904.45459,3904.45459,31.2743645,27.07195,0,1.7431519,100.11422,47.86385,7.62911224,8.31008148,45,46,0,0,0,45,22,0,785,956,541,0.8,0.85,0.8,30,2,0,99,2032.37769,84.2668152,25,1.51322043,100,1111.63489,69.1098557,25,1.520074
11824,2022-03-19 17:45:56,81.9607849,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.40800023,1.0,0.15200001,0.984,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,38,26.0,118,27.0,110,110,109,1672.86243,2188.00659,68.75,56.25,82.8125,73.4375,70.3125,38,37,40,37,40,3904.45435,3904.45435,3904.45435,3904.45435,31.3249779,27.0659,0,1.77100253,100.114212,49.7708435,7.933071,8.006123,44,46,0,0,0,44,17,0,786,208,507,0.8,0.675,0.8,34,1,0,99,2032.37769,84.2668152,25,1.51322043,100,1111.63489,69.1098557,25,1.520074
11825,2022-03-19 17:45:57,81.9607849,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.40800023,1.0,0.15200001,0.984,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,39,26.0,118,27.0,111,110,109,1672.86243,2180.937,82.8125,79.6875,81.25,90.625,83.59375,34,36,37,37,37,3904.45337,3904.45337,3904.45337,3904.45337,33.54654,29.261713,0,1.93069232,100.114189,50.14228,7.992275,7.94691849,46,48,0,0,0,46,24,0,785,1000,541,0.8,0.85,0.8,28,3,0,99,2032.37769,84.2668152,25,1.51322043,100,1111.63489,69.1098557,25,1.520074
11826,2022-03-19 17:45:58,81.9607849,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.40800023,1.0,0.15200001,0.984,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,38,26.0,117,27.5,111,109,109,1670.79211,2180.937,81.53846,75.38461,80.0,83.07693,80.0,35,37,36,37,37,3904.45459,3904.45459,3904.45459,3904.45459,33.61554,29.3546772,0,1.98280442,100.11422,51.3786,8.189335,7.749859,46,46,0,0,0,46,22,0,786,1000,543,0.8,0.85,0.8,24,2,0,99,2032.37769,84.2668152,25,1.51322043,100,1111.63489,69.1098557,25,1.520074
