,Unnamed: 0,iteration,game_name,game_params,init_time,total_time,times,level,load
0,0,0,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-19 14:30:08.999236096-04:00,95.9891066551,"[1.7562403678894043, 46.480608224868774, 95.8803129196167]",49.399704694747925,44.72436785697937
1,1,1,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-19 14:32:06.977160448-04:00,96.2153232098,"[1.7151198387145996, 46.52613425254822, 96.11510300636292]",49.5889687538147,44.81101441383362
2,2,2,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-19 14:34:05.244092928-04:00,97.1503202915,"[1.748150110244751, 47.54558324813843, 97.0495867729187]",49.50400352478027,45.79743313789368
3,3,3,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-19 14:36:04.461682688-04:00,96.156365633,"[1.77205228805542, 46.65017914772034, 96.05254220962524]",49.40236306190491,44.87812685966492
4,4,4,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-19 14:38:02.676939008-04:00,95.2669231892,"[1.7395026683807373, 47.14104390144348, 95.15910124778748]",48.018057346343994,45.401541233062744
5,5,5,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-19 14:40:00.062976768-04:00,95.9803595543,"[1.7561113834381104, 46.34414052963257, 95.86591601371765]",49.52177548408508,44.58802914619446
6,6,6,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-19 14:41:58.095764480-04:00,95.1239216328,"[1.7431485652923584, 46.39373755455017, 95.01810550689697]",48.6243679523468,44.65058898925781
7,7,7,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-19 14:43:55.263291392-04:00,96.1117143631,"[1.747302532196045, 47.31122541427612, 96.00396299362183]",48.6927375793457,45.56392288208008
8,8,8,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-19 14:45:53.430610432-04:00,96.0240778923,"[1.788487195968628, 46.49246597290039, 95.91414189338684]",49.42167592048645,44.70397877693176
9,9,9,GTA5,"{'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Grand Theft Auto V'], 'process_name': ['GTA5']}",2022-03-19 14:47:51.467739648-04:00,95.6286201477,"[1.7283844947814941, 46.80738663673401, 95.51370358467102]",48.70631694793701,45.079002141952515
