,Unnamed: 0,Time,Fan Control #1,Fan Control #2,Fan Control #3,Fan Control #4,Fan Control #5,Fan Control #6,CPU VCore,Voltage #2,AVCC,3VCC,Voltage #5,Voltage #6,Voltage #7,3VSB,VBAT,VTT,Voltage #11,Voltage #12,Voltage #13,Voltage #14,Voltage #15,CPU Core,Temperature #1,Temperature #2,Temperature #3,Temperature #4,Temperature #5,Temperature #6,Fan #1,Fan #2,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Total,CPU Core #1.1,CPU Core #2.1,CPU Core #3.1,CPU Core #4.1,CPU Package,CPU Core #1.2,CPU Core #2.2,CPU Core #3.2,CPU Core #4.2,CPU Package.1,CPU Cores,CPU Graphics,CPU DRAM,Bus Speed,Memory,Used Memory,Available Memory,GPU Core,GPU Memory,GPU VRM Core,GPU VRM Memory #1,GPU VRM Memory #2,GPU Hot Spot,GPU Total,GPU Fan,GPU Core.1,GPU Memory.1,GPU SOC,GPU Core.2,GPU Memory.2,GPU SOC.1,GPU Core.3,GPU Memory.3,GPU Fan.1,Remaining Life,Total Bytes Written,Used Space,Temperature,Write Amplification,Remaining Life.1,Total Bytes Written.1,Used Space.1,Temperature.1,Write Amplification.1
8951,8951,2022-03-19 16:57:37-04:00,80.78432,100,49.80392,49.80392,49.80392,49.80392,0.4,1.016,3.40800023,3.42400026,1.0,0.160000011,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,27,25.0,118,27.5,110,110,109,1666.66663,2184.466,20.3125,34.375,26.5625,25.0,26.5625,26,28,26,27,28,2502.85522,2502.85522,2502.85522,2402.741,13.16124,6.52798367,0,1.43211722,100.114212,35.46163,5.652298,10.2868958,48,48,0,0,0,48,11,0,787,200,63,0.775000036,0.675,0.8,1,1,0,99,2031.75537,84.2642746,25,1.513112,100,1111.61987,69.1106339,25,1.520084
8952,8952,2022-03-19 16:57:38-04:00,81.1764755,100,49.80392,49.80392,49.80392,49.80392,0.536,1.016,3.40800023,3.42400026,1.0,0.15200001,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,33,25.0,118,27.5,110,109,109,1658.47668,2188.00659,26.5625,26.5625,29.6875,29.6875,28.125,28,39,27,28,39,3904.45337,3904.45337,3904.45337,3904.45337,17.9900284,10.953125,0,1.319778,100.114189,35.8382568,5.71233,10.2268639,47,48,0,0,0,47,11,0,787,264,66,0.775000036,0.675,0.8,1,1,0,99,2031.75537,84.2642746,25,1.513112,100,1111.61987,69.1106339,25,1.520084
8953,8953,2022-03-19 16:57:39-04:00,84.70589,100,49.80392,49.80392,49.80392,49.80392,0.544,1.016,3.40800023,3.42400026,1.0,0.15200001,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,36,25.0,117,27.5,110,110,109,1658.47668,2180.937,48.4375,35.9375,26.5625,31.25,35.546875,27,28,26,38,38,4004.569,3904.455,3904.455,3904.455,24.2880917,15.2330818,0,1.410078,100.114227,36.1172447,5.756798,10.1823959,47,48,0,0,0,47,11,0,786,200,34,0.775000036,0.675,0.8,0,1,0,99,2031.75537,84.2642746,25,1.513112,100,1111.61987,69.1106339,25,1.520084
8954,8954,2022-03-19 16:57:40-04:00,83.92157,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.40800023,3.42400026,1.0,0.15200001,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,32,25.0,118,27.5,110,109,109,1695.97986,2180.937,45.3125,7.8125,28.125,32.8125,28.515625,27,29,25,26,29,3904.45313,3904.45313,3904.45313,3904.45313,22.0678082,13.1545229,0,1.3450582,100.114182,36.4900475,5.81621933,10.1229744,48,48,0,0,0,48,15,0,788,722,85,0.775000036,0.85,0.8,5,2,0,99,2031.75537,84.2642746,25,1.513112,100,1111.61987,69.1106339,25,1.520084
8955,8955,2022-03-19 16:57:41-04:00,83.92157,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.40800023,1.0,0.160000011,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,33,25.0,117,27.5,111,109,109,1695.97986,2188.00659,37.5,39.0625,26.5625,35.9375,34.765625,26,27,25,26,27,800.913269,800.913269,800.913269,1301.48413,23.94694,14.7700968,0,1.44679689,100.114159,36.8101463,5.867241,10.0719528,47,48,0,0,0,47,11,0,787,200,35,0.775000036,0.675,0.8,0,1,0,99,2031.75537,84.2642746,25,1.513112,100,1111.61987,69.1106339,25,1.520084
8956,8956,2022-03-19 16:57:42-04:00,82.35294,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.42400026,1.0,0.15200001,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,31,25.0,117,27.5,110,109,109,1693.85193,2188.00659,14.0625,20.3125,25.0,12.5,17.96875,32,32,30,33,33,3904.4563,3904.4563,3904.4563,3904.4563,16.9022083,8.058212,0,1.32538021,100.114258,36.8961143,5.8809433,10.05825,48,48,0,0,0,48,13,0,786,342,60,0.775000036,0.675,0.8,0,1,0,99,2031.75537,84.2642746,25,1.513112,100,1111.61987,69.1106339,25,1.520084
8957,8957,2022-03-19 16:57:43-04:00,83.13725,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.42400026,1.0,0.15200001,0.9760001,3.40800023,3.2,0.992000043,0.15200001,0.128,0.144000009,0.128,0.136,38,25.0,117,27.5,110,110,109,1695.97986,2180.937,57.8125,70.3125,57.8125,75.0,65.234375,34,30,28,42,42,3904.45337,3904.45337,3904.45337,3904.45337,32.0090561,24.8837357,0,1.86345851,100.114189,38.3535767,6.11325073,9.825943,48,50,0,0,0,48,11,0,786,206,44,0.775000036,0.675,0.8,0,1,0,99,2031.75537,84.2642746,25,1.513112,100,1111.61987,69.1106339,25,1.520084
8958,8958,2022-03-19 16:57:44-04:00,82.7451,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.42400026,1.0,0.15200001,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,36,25.0,118,27.5,111,110,109,1670.79211,2180.937,45.3125,46.875,32.8125,42.1875,41.796875,35,36,27,35,36,3904.45459,3904.45459,3904.45459,3904.45459,25.8328323,18.706955,0,1.63211524,100.11422,39.58102,6.308895,9.630299,48,48,0,0,0,48,11,0,786,202,53,0.775000036,0.675,0.8,1,1,0,99,2031.75537,84.2642746,25,1.513112,100,1111.61987,69.1106339,25,1.520084
8959,8959,2022-03-19 16:57:45-04:00,82.35294,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1.0,0.15200001,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,25.0,118,27.5,111,110,109,1681.19556,2180.937,43.75,34.375,34.375,53.125,41.40625,30,32,35,42,42,3904.45239,3904.45239,3904.45239,3904.45239,26.88126,19.1842842,0,1.54964912,100.114159,40.06695,6.38634872,9.552845,48,48,0,0,0,48,11,0,787,202,74,0.775000036,0.675,0.8,2,1,0,99,2031.75537,84.2642746,25,1.513112,100,1111.61987,69.1106339,25,1.520084
8960,8960,2022-03-19 16:57:46-04:00,82.35294,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.40800023,1.0,0.15200001,0.9760001,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,25.0,117,27.5,111,109,109,1689.612,2188.00659,40.625,35.9375,43.75,37.5,39.453125,29,37,27,28,37,3904.455,3904.455,3904.455,3904.455,25.689373,17.88017,0,1.42429,100.114227,40.04555,6.38293839,9.556255,48,48,0,0,0,48,11,0,787,200,53,0.775000036,0.675,0.8,0,1,0,99,2031.75537,84.2642746,25,1.513112,100,1111.61987,69.1106339,25,1.520084
