,Time,Fan Control #1,Fan Control #2,Fan Control #3,Fan Control #4,Fan Control #5,Fan Control #6,Fan Control #7,CPU VCore,Voltage #2,AVCC,3VCC,Voltage #5,Voltage #6,Voltage #7,3VSB,VBAT,VTT,Voltage #11,Voltage #12,Voltage #13,Voltage #14,Voltage #15,Temperature #1,Temperature #2,Temperature #3,Temperature #4,Temperature #5,Temperature #6,Fan #2,Fan #3,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Core #5,CPU Core #6,CPU Total,CPU Core #1.1,CPU Core #2.1,CPU Core #3.1,CPU Core #4.1,CPU Core #5.1,CPU Core #6.1,CPU Package,CPU Core #1.2,CPU Core #2.2,CPU Core #3.2,CPU Core #4.2,CPU Core #5.2,CPU Core #6.2,CPU Package.1,CPU Cores,CPU Graphics,CPU DRAM,Bus Speed,Memory,Used Memory,Available Memory,GPU Core,GPU Memory,GPU VRM Core,GPU VRM Memory #1,GPU VRM Memory #2,GPU Hot Spot,GPU Total,GPU Fan,GPU Core.1,GPU Memory.1,GPU SOC,GPU Core.2,GPU Memory.2,GPU SOC.1,GPU Core.3,GPU Memory.3,GPU Fan.1,Remaining Life,Total Bytes Written,Temperature,Write Amplification,Temperature.1,Used Space
14989,2022-03-30 03:19:25,60.0,100,100,100,100,100,100,0.9760001,1.008,3.3920002,3.40800023,1.0,0.944000065,1.016,3.3920002,3.26400018,0.504,0.6,0.528,0.992000043,1.016,1.016,27.5,29,25.5,15,23,25,1906.77966,2180.937,7.862103,12.5496025,8.59375,11.78075,16.40625,23.4375,13.4383259,27,28,26,31,27,26,31,4005.51025,4005.51025,4005.51025,4005.51025,4005.51025,4005.51025,20.97208,18.4425526,0,1.48227715,100.137756,45.48506,7.2375946,8.674431,49,50,0,0,0,49,11,0,791,206,242,0.8,0.675,0.8,1,4,0,39,31.7831955,,,,
14990,2022-03-30 03:19:26,60.0,100,100,100,100,100,100,0.984,1.008,3.3920002,3.40800023,0.992000043,0.944000065,1.008,3.3920002,3.26400018,0.504,0.6,0.528,0.992000043,1.016,1.016,27.5,29,25.5,15,23,25,1906.77966,2170.418,13.1730795,16.3100967,8.59375,17.0552845,19.53125,15.625,15.0480747,26,28,26,27,33,27,33,4005.50928,4005.50928,4005.50928,4005.50928,4005.50928,4005.50928,22.2237511,19.6330757,0,1.59593272,100.137733,45.3438568,7.215126,8.696899,49,50,0,0,0,49,13,0,790,240,312,0.8,0.675,0.8,4,5,0,39,31.7831955,,,,
14991,2022-03-30 03:19:27,60.0,100,100,100,100,100,100,0.968000054,1.008,3.3920002,3.40800023,1.0,0.944000065,1.016,3.3920002,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,27.5,29,25.5,15,23,25,1906.77966,2173.913,10.15625,13.4052572,15.625,12.5,24.21875,17.96875,15.6456652,25,32,25,26,27,26,32,4005.51025,4005.51025,4005.51025,4005.51025,4005.51025,4005.51025,22.4131126,19.7360878,0,1.649633,100.137756,45.5072861,7.241131,8.670895,49,50,0,0,0,49,12,0,790,236,230,0.775000036,0.675,0.8,4,3,0,39,31.7831955,,,,
14992,2022-03-30 03:19:28,60.0,100,100,100,100,100,100,0.9760001,1.008,3.3920002,3.40800023,1.0,0.944000065,1.008,3.3920002,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,27.5,29,25.5,15,23,25,1904.09021,2170.418,17.96875,19.3269253,17.1875,14.0625,31.25,20.3125,20.0180283,27,30,26,27,30,26,30,4005.51025,4005.51025,4005.51025,4005.51025,4005.51025,4005.51025,23.0354481,20.477457,0,1.7023536,100.137756,45.4123726,7.22602844,8.685997,49,50,0,0,0,49,12,0,791,302,189,0.8,0.675,0.8,6,2,0,39,31.7831955,,,,
14993,2022-03-30 03:19:29,60.0,100,100,100,100,100,100,0.984,1.008,3.3920002,3.40800023,0.992000043,0.944000065,1.008,3.3920002,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,27.5,29,25.5,15,23,25,1906.77966,2177.41943,9.375,22.65625,10.9375,7.03125,18.75,12.5,13.5416689,25,27,26,26,34,25,34,4005.5105,4005.5105,4005.5105,4005.5105,4005.5105,4005.5105,21.7163754,19.0122776,0,1.592828,100.137764,45.4378548,7.23008347,8.681942,49,50,0,0,0,49,14,0,791,406,241,0.775000036,0.675,0.8,7,4,0,39,31.7831955,,,,
14994,2022-03-30 03:19:30,60.0,100,100,100,100,100,100,0.968000054,1.008,3.3920002,3.40800023,0.992000043,0.944000065,1.016,3.37600017,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,27.5,29,25.5,15,23,25,1904.09021,2177.41943,17.96875,21.09375,13.28125,11.71875,27.34375,7.03125,16.40625,29,27,26,29,30,29,30,4005.51,4005.51,4005.51,4005.51,4005.51,4005.51,22.8834324,20.3263245,0,1.71672547,100.137749,45.5214767,7.243389,8.668636,49,50,0,0,0,49,11,0,791,218,180,0.775000036,0.675,0.8,4,2,0,39,31.7831955,,,,
14995,2022-03-30 03:19:31,60.0,100,100,100,100,100,100,0.968000054,1.008,3.3920002,3.40800023,1.0,0.944000065,1.016,3.37600017,3.26400018,0.504,0.6,0.528,0.992000043,1.008,1.016,27.5,29,25.5,15,23,25,1906.77966,2173.913,20.0841312,20.1322079,10.8293295,15.3846149,21.53846,16.1538486,17.353756,28,27,26,27,29,29,29,4005.50977,4005.50977,4005.50977,4005.50977,4005.50977,4005.50977,22.6123981,19.8527737,0,1.62375522,100.137741,45.62226,7.259426,8.652599,49,50,0,0,0,49,12,0,791,362,124,0.775000036,0.675,0.8,3,1,0,39,31.7831955,,,,
14996,2022-03-30 03:19:32,60.0,100,100,100,100,100,100,0.9760001,1.008,3.3920002,3.40800023,0.992000043,0.944000065,1.008,3.3920002,3.26400018,0.496000022,0.6,0.528,0.992000043,1.008,1.016,27.5,29,25.5,15,23,25,1906.77966,2173.913,11.0491037,16.5922642,11.8551617,18.2539711,19.0476189,13.49206,15.0483665,27,28,34,33,27,27,34,4005.51025,4005.51025,4005.51025,4005.51025,4005.51025,4005.51025,22.8987789,20.3120365,0,1.71063578,100.137756,45.67563,7.26791763,8.644108,49,50,0,0,0,49,15,0,791,798,212,0.8,0.85,0.8,6,1,0,39,31.7831955,,,,
14997,2022-03-30 03:19:33,60.0,100,100,100,100,100,100,0.992000043,1.008,3.3920002,3.40800023,0.992000043,0.944000065,1.008,3.3920002,3.26400018,0.504,0.6,0.528,0.992000043,1.008,1.016,27.5,29,25.5,15,23,25,1906.77966,2173.913,7.8125,21.09375,10.15625,13.28125,18.75,17.1875,14.7135439,26,27,26,33,26,26,33,4005.50952,4005.50952,4005.50952,4005.50952,4005.50952,4005.50952,21.33339,18.5480766,0,1.5877738,100.137741,45.7161446,7.27436447,8.637661,49,50,0,0,0,49,11,0,791,202,148,0.775000036,0.675,0.8,2,1,0,39,31.7831955,,,,
14998,2022-03-30 03:19:34,60.0,100,100,100,100,100,100,0.9760001,1.008,3.3920002,3.40800023,0.992000043,0.944000065,1.008,3.3920002,3.26400018,0.496000022,0.6,0.528,0.992000043,1.008,1.016,27.5,29,25.5,15,23,25,1917.61365,2177.41943,13.0769253,20.7692261,15.4206753,15.5168295,17.8245182,24.8677845,17.9126568,27,27,35,27,28,31,35,4005.51,4005.51,4005.51,4005.51,4005.51,4005.51,23.316721,20.7055588,0,1.71320915,100.137749,46.34737,7.37480545,8.53722,49,50,0,0,0,49,11,0,791,202,182,0.775000036,0.675,0.8,6,2,0,39,31.7831955,,,,
14999,2022-03-30 03:19:35,60.0,100,100,100,100,100,100,0.9760001,1.008,3.37600017,3.40800023,1.0,0.944000065,1.008,3.37600017,3.26400018,0.496000022,0.6,0.528,0.992000043,1.008,1.016,27.5,29,25.5,15,23,25,1920.34143,2170.418,11.9047642,26.1904716,18.9484119,16.4930573,22.8918667,21.2921619,19.6201267,26,27,25,27,33,26,33,4005.5105,4005.5105,4005.5105,4005.5105,4005.5105,4005.5105,23.3024883,20.5568275,0,1.67452729,100.137764,45.6306534,7.26076126,8.651264,49,50,0,0,0,49,16,0,791,858,217,0.8,0.85,0.8,2,1,0,39,31.7840576,,,,
15000,2022-03-30 03:19:36,60.0,100,100,100,100,100,100,1.0,1.008,3.37600017,3.40800023,0.992000043,0.944000065,1.008,3.37600017,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,27.5,29,25.5,15,23,25,1917.61365,2170.418,15.625,16.40625,13.28125,11.71875,10.9375,19.53125,14.5833311,26,27,33,27,33,26,33,4005.51,4005.51,4005.51,4005.51,4005.51,4005.51,22.0785484,19.4790516,0,1.62696636,100.137749,46.0598526,7.329056,8.58297,49,50,0,0,0,49,12,0,791,374,166,0.775000036,0.675,0.8,3,1,0,39,31.7840576,,,,
15001,2022-03-30 03:19:37,60.0,100,100,100,100,100,100,0.984,1.008,3.37600017,3.40800023,0.992000043,0.944000065,1.008,3.37600017,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,27.5,29,25.5,15,23,25,1920.34143,2173.913,15.625,19.53125,9.375,13.28125,21.875,18.75,16.40625,26,27,32,26,27,26,32,4005.51,4005.51,4005.51,4005.51,4005.51,4005.51,21.8147659,19.0008583,0,1.65630662,100.137749,45.7271461,7.27611542,8.63591,49,50,0,0,0,49,16,0,790,744,350,0.775000036,0.85,0.8,9,2,0,39,31.7840576,,,,
15002,2022-03-30 03:19:38,60.0,100,100,100,100,100,100,0.968000054,1.008,3.3920002,3.40800023,1.0,0.944000065,1.008,3.37600017,3.26400018,0.496000022,0.6,0.528,0.992000043,1.008,1.016,27.5,29,25.5,15,23,25,1920.34143,2170.418,15.625,14.84375,10.15625,11.71875,24.21875,16.40625,15.4947939,26,28,26,31,28,26,31,4005.51,4005.51,4005.51,4005.51,4005.51,4005.51,22.04025,19.3182812,0,1.61890519,100.137749,45.91467,7.305954,8.606071,49,50,0,0,0,49,13,0,791,280,233,0.8,0.675,0.8,6,2,0,39,31.7840576,,,,
15003,2022-03-30 03:19:39,60.0,100,100,100,100,100,100,0.992000043,1.008,3.37600017,3.40800023,1.0,0.944000065,1.008,3.37600017,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,27.5,29,25.5,15,23,25,1917.61365,2173.913,14.84375,22.7306538,14.84375,10.9375,23.4375,24.21875,18.50198,26,27,25,27,34,26,34,4005.51025,4005.51025,4005.51025,4005.51025,4005.51025,4005.51025,22.936491,20.2041779,0,1.68658686,100.137756,45.84515,7.29489136,8.617134,49,50,0,0,0,49,12,0,790,202,237,0.775000036,0.675,0.8,2,3,0,39,31.7840576,,,,
