,Time,Fan Control #1,Fan Control #2,Fan Control #3,Fan Control #4,Fan Control #5,Fan Control #6,Fan Control #7,CPU VCore,Voltage #2,AVCC,3VCC,Voltage #5,Voltage #6,Voltage #7,3VSB,VBAT,VTT,Voltage #11,Voltage #12,Voltage #13,Voltage #14,Voltage #15,Temperature #1,Temperature #2,Temperature #3,Temperature #4,Temperature #5,Temperature #6,Fan #2,Fan #3,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Core #5,CPU Core #6,CPU Total,CPU Core #1.1,CPU Core #2.1,CPU Core #3.1,CPU Core #4.1,CPU Core #5.1,CPU Core #6.1,CPU Package,CPU Core #1.2,CPU Core #2.2,CPU Core #3.2,CPU Core #4.2,CPU Core #5.2,CPU Core #6.2,CPU Package.1,CPU Cores,CPU Graphics,CPU DRAM,Bus Speed,Memory,Used Memory,Available Memory,GPU Core,GPU Memory,GPU VRM Core,GPU VRM Memory #1,GPU VRM Memory #2,GPU Hot Spot,GPU Total,GPU Fan,GPU Core.1,GPU Memory.1,GPU SOC,GPU Core.2,GPU Memory.2,GPU SOC.1,GPU Core.3,GPU Memory.3,GPU Fan.1,Remaining Life,Total Bytes Written,Temperature,Write Amplification,Temperature.1,Used Space
4477,2022-03-21 14:55:35,61.9607849,100,100,100,100,100,100,0.984,1.008,3.3920002,3.40800023,1.0,0.992000043,1.008,3.37600017,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,25.5,26,25.5,15,23,25,1914.89368,2177.41943,19.53125,17.96875,28.125,22.65625,18.8740082,17.1875,20.72379,24,30,23,32,22,24,32,4005.52539,4005.52539,4005.52539,4005.52539,4005.52539,4005.52539,23.264679,20.0303478,0,1.52934229,100.13813,33.1203079,5.270111,10.6419144,39,42,0,0,0,39,10,0,793,200,48,0.775000036,0.675,0.8,1,1,0,100,1113.12048,25.0,1.51963913,37.0,31.706604
4478,2022-03-21 14:55:36,62.7451,100,100,100,100,100,100,0.968000054,1.008,3.3920002,3.40800023,1.0,0.992000043,1.008,3.3920002,3.26400018,0.504,0.6,0.528,0.992000043,1.016,1.016,25.5,26,25.5,15,23,25,1928.57141,2177.41943,3.125,19.53125,33.59375,37.5,11.7067337,8.59375,19.0084152,25,32,23,25,32,24,32,4005.525,4005.525,4005.525,4005.525,4105.663,4005.525,25.9269981,21.2178059,0,1.25186145,100.138123,33.3866272,5.31248856,10.5995369,39,42,0,0,0,39,10,0,793,200,34,0.775000036,0.675,0.8,0,1,0,100,1113.12048,25.0,1.51963913,37.0,31.706604
4479,2022-03-21 14:55:37,62.7451,100,100,100,100,100,100,0.952,1.008,3.3920002,3.40800023,1.0,0.992000043,1.016,3.3920002,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,25.5,26,25.5,15,23,25,1936.87231,2177.41943,7.8125,39.84375,28.125,3.90625,7.03125,28.125,19.140625,24,33,22,25,23,25,33,4005.52417,4005.52417,4105.662,4005.52417,4105.662,4005.52417,26.0757065,21.2636013,0,1.28386939,100.1381,33.7206039,5.365631,10.5463943,39,42,0,0,0,39,10,0,794,200,33,0.775000036,0.675,0.8,0,1,0,100,1113.12048,25.0,1.51963925,37.0,31.70649
4480,2022-03-21 14:55:42,61.9607849,100,100,100,100,100,100,0.992000043,1.008,3.3920002,3.40800023,1.0,0.992000043,1.016,3.3920002,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,25.5,26,25.5,15,23,25,1936.87231,2173.913,2.36855149,22.65625,16.40625,38.28125,1.5625,4.6875,14.3270493,24,25,23,32,22,29,29,4005.52441,4005.52441,4005.52441,4005.52441,4005.52441,4005.52441,19.7862434,14.9348516,0,1.23877156,100.138107,34.0128174,5.41212845,10.499897,39,42,0,0,0,39,10,0,793,200,33,0.775000036,0.675,0.8,0,1,0,100,1113.12048,25.0,1.51963925,37.0,31.70649
4481,2022-03-21 14:55:43,60.0,100,100,100,100,100,100,0.992000043,1.008,3.3920002,3.40800023,1.0,0.992000043,1.008,3.3920002,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,25.5,26,25.5,15,23,25,1936.87231,2177.41943,35.48387,46.6229858,11.2903233,30.6451626,32.2580643,35.48387,31.9640388,24,33,24,31,33,25,33,4005.52441,4005.52441,4005.52441,4005.52441,4005.52441,4005.52441,33.8594322,29.8958073,0,1.5987438,100.138107,34.110054,5.427601,10.4844246,40,42,0,0,0,40,10,0,793,200,56,0.775000036,0.675,0.8,0,1,0,100,1113.12048,25.0,1.51963925,37.0,31.70649
4482,2022-03-21 14:55:44,60.0,100,100,100,100,100,100,0.968000054,1.008,3.3920002,3.40800023,1.0,0.992000043,1.008,3.37600017,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,25.5,26,25.5,15,23,25,1925.82031,2173.913,46.09375,25.0,23.7847214,5.46875,17.2371025,16.40625,22.3317623,32,31,28,25,33,24,33,4005.52515,4005.52515,4005.52515,4005.52515,4005.52515,4005.52515,27.77914,23.7549973,0,1.405557,100.13813,34.2240753,5.44574356,10.4662819,39,42,0,0,0,39,10,0,793,202,35,0.775000036,0.675,0.8,0,1,0,100,1113.12048,25.0,1.51963925,37.0,31.70649
4483,2022-03-21 14:55:45,60.0,100,100,100,100,100,100,0.9760001,1.008,3.3920002,3.40800023,1.0,0.992000043,1.008,3.37600017,3.26400018,0.504,0.6,0.528,0.992000043,1.016,1.016,25.5,26,25.5,15,23,25,1914.89368,2173.913,48.4375,3.90625,50.0,3.125,8.521634,9.375,20.5609016,33,32,32,25,24,24,33,4005.52441,4005.52441,4005.52441,4005.52441,4005.52441,4105.6626,26.6048775,21.6063232,0,1.28962862,100.138107,34.1389465,5.43219757,10.4798279,39,42,0,0,0,39,10,0,793,200,33,0.775000036,0.675,0.8,0,1,0,100,1113.12048,25.0,1.51963925,37.0,31.70649
4484,2022-03-21 14:55:46,60.0,100,100,100,100,100,100,0.960000038,1.008,3.3920002,3.40800023,1.0,0.992000043,1.008,3.3920002,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,25.5,26,25.5,15,23,25,1925.82031,2170.418,14.0504837,14.6153812,50.0,15.3846149,0.7692337,0.7692337,15.9314928,24,24,31,23,24,24,31,4005.47046,4005.47046,4005.47046,4005.47046,4005.47046,4005.47046,23.2245827,18.2006054,0,1.19275475,100.136757,34.24285,5.44873047,10.463295,39,42,0,0,0,39,14,0,793,656,112,0.775000036,0.85,0.8,8,3,0,100,1113.12048,25.0,1.51963925,37.0,31.70649
4485,2022-03-21 14:55:47,60.0,100,100,100,100,100,100,0.952,1.008,3.3920002,3.40800023,1.0,0.992000043,1.016,3.3920002,3.26400018,0.504,0.6,0.528,0.992000043,1.008,1.016,25.5,26,25.5,15,23,25,1936.87231,2173.913,26.9230785,14.84375,28.07765,12.562,7.03125,7.03125,16.0781689,33,26,24,25,30,25,33,4105.71973,4005.58032,4105.71973,4005.58032,4005.58032,4105.71973,25.2441273,20.255497,0,1.49600935,100.1395,35.3675232,5.62768936,10.2843361,39,42,0,0,0,39,10,0,793,200,33,0.775000036,0.675,0.8,0,1,0,100,1113.12048,25.0,1.51963925,37.0,31.70649
4486,2022-03-21 14:55:48,60.0,100,100,100,100,100,100,0.992000043,1.008,3.3920002,3.40800023,1.0,0.992000043,1.008,3.3920002,3.26400018,0.504,0.6,0.528,0.992000043,1.016,1.016,26.0,26,25.5,15,23,25,1939.65515,2173.913,44.53125,25.78125,3.90625,2.3317337,0.0,3.125,13.2792473,24,25,23,24,23,24,25,4005.52441,3705.11,2803.867,2503.45264,3705.11,3705.11,20.9958649,15.941164,0,1.31530535,100.138107,34.4132462,5.47584534,10.43618,40,42,0,0,0,40,10,0,793,200,34,0.775000036,0.675,0.8,0,1,0,100,1113.12048,25.0,1.51963925,37.0,31.70649
