,Unnamed: 0,Time,Fan Control #1,Fan Control #2,Fan Control #3,Fan Control #4,Fan Control #5,Fan Control #6,Fan Control #7,CPU VCore,Voltage #2,AVCC,3VCC,Voltage #5,Voltage #6,Voltage #7,3VSB,VBAT,VTT,Voltage #11,Voltage #12,Voltage #13,Voltage #14,Voltage #15,Temperature #1,Temperature #2,Temperature #3,Temperature #4,Temperature #5,Temperature #6,Fan #2,Fan #3,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Core #5,CPU Core #6,CPU Total,CPU Core #1.1,CPU Core #2.1,CPU Core #3.1,CPU Core #4.1,CPU Core #5.1,CPU Core #6.1,CPU Package,CPU Core #1.2,CPU Core #2.2,CPU Core #3.2,CPU Core #4.2,CPU Core #5.2,CPU Core #6.2,CPU Package.1,CPU Cores,CPU Graphics,CPU DRAM,Bus Speed,Memory,Used Memory,Available Memory,GPU Core,GPU Memory,GPU VRM Core,GPU VRM Memory #1,GPU VRM Memory #2,GPU Hot Spot,GPU Total,GPU Fan,GPU Core.1,GPU Memory.1,GPU SOC,GPU Core.2,GPU Memory.2,GPU SOC.1,GPU Core.3,GPU Memory.3,GPU Fan.1,Remaining Life,Total Bytes Written,Temperature,Write Amplification,Temperature.1,Used Space,Used Space.1
16161,16161,2022-03-30 03:39:03-04:00,60.0,100,100,100,100,100,100,0.776,1.008,3.3920002,3.40800023,1.0,0.952,1.008,3.3920002,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,26.5,29,25.5,15,23,25,1928.57141,2170.418,7.8125,9.375,8.59375,7.8125,13.28125,4.6875,8.59375,29,32,27,29,32,31,33,4005.50977,4005.50977,4005.50977,4005.50977,4005.50977,4005.50977,17.2439251,14.6185513,0,1.58353674,100.137741,40.1084366,6.382065,9.529961,46,48,0,0,0,46,12,0,792,306,118,0.8,0.675,0.8,2,2,0,,,40,,,,31.7837143
16162,16162,2022-03-30 03:39:04-04:00,61.9607849,100,100,100,100,100,100,0.736000061,1.008,3.3920002,3.40800023,0.992000043,0.944000065,1.016,3.3920002,3.26400018,0.496000022,0.6,0.528,0.992000043,1.016,1.016,27.0,29,25.5,15,23,25,1928.57141,2170.418,16.2259579,21.09375,15.625,18.75,19.53125,19.3509579,18.4294872,30,26,24,25,28,25,30,4005.5105,3404.68384,3404.68384,3404.68384,2903.995,2903.995,18.12695,15.2926588,0,1.5249269,100.137764,40.1673431,6.39143753,9.520588,47,50,0,0,0,47,17,0,791,926,158,0.8,0.85,0.8,7,3,0,,,40,,,,31.7837143
